inventory_id,item_id,warehouse_id,stock_level,reorder_point,reorder_frequency_days,lead_time_days,last_restock_date,stockout_count_last_month,turnover_ratio
397,ITM10396,WH_L17,487,73,6,8,2024-10-05,0,10.55
398,ITM10397,WH_L86,453,97,7,3,2024-01-19,0,2.07
399,ITM10398,WH_L83,350,44,14,8,2024-07-03,6,7.36
400,ITM10399,WH_L39,162,71,6,8,2024-12-25,5,5.66
401,ITM10400,WH_L59,307,10,8,8,2024-10-01,6,12.73
402,ITM10401,WH_L41,47,34,14,6,2024-10-31,7,1.69
403,ITM10402,WH_L97,297,54,5,7,2024-11-22,7,13.09
404,ITM10403,WH_L10,252,58,10,2,2024-02-13,8,10.85
405,ITM10404,WH_L2,36,98,8,6,2024-02-25,8,5.16
406,ITM10405,WH_L59,78,25,12,3,2024-05-07,6,3.77
407,ITM10406,WH_L80,109,28,7,2,2024-12-02,8,14.3
408,ITM10407,WH_L73,218,32,4,2,2024-12-06,5,8.75
409,ITM10408,WH_L13,381,92,12,2,2024-06-30,8,5.83
410,ITM10409,WH_L10,460,34,12,7,2024-03-26,1,1.62
411,ITM10410,WH_L69,45,25,9,8,2024-11-27,1,3.32
412,ITM10411,WH_L28,44,63,4,9,2024-11-09,5,9.37
413,ITM10412,WH_L65,413,82,3,5,2024-01-23,2,8.18
414,ITM10413,WH_L34,320,10,9,3,2024-10-15,1,11.61
415,ITM10414,WH_L17,358,51,7,9,2024-11-26,7,12.69
416,ITM10415,WH_L45,286,28,3,7,2024-12-12,6,6.56
417,ITM10416,WH_L9,480,43,6,7,2024-11-27,7,2.41
418,ITM10417,WH_L32,200,89,14,5,2024-07-23,5,12.08
419,ITM10418,WH_L48,475,64,6,2,2024-06-18,8,8.75
420,ITM10419,WH_L37,379,27,12,8,2024-08-08,8,14.72
421,ITM10420,WH_L21,87,43,9,5,2024-02-24,1,12.15
422,ITM10421,WH_L57,370,98,11,9,2024-01-06,9,5.61
423,ITM10422,WH_L70,431,54,4,9,2024-02-20,4,7.0
424,ITM10423,WH_L91,478,15,14,5,2024-05-12,8,4.3
425,ITM10424,WH_L39,340,30,3,7,2024-04-23,2,8.17
426,ITM10425,WH_L79,68,79,4,3,2024-09-18,4,10.95
427,ITM10426,WH_L84,194,57,9,4,2024-09-22,7,9.57
428,ITM10427,WH_L68,71,48,12,8,2024-10-12,1,5.79
429,ITM10428,WH_L2,121,40,8,9,2024-10-24,5,12.53
430,ITM10429,WH_L86,235,19,6,9,2024-12-18,3,2.47
431,ITM10430,WH_L71,457,39,3,5,2024-10-21,5,3.0
432,ITM10431,WH_L39,207,27,3,8,2024-04-23,2,6.66
433,ITM10432,WH_L85,76,69,7,5,2024-08-16,5,10.83
434,ITM10433,WH_L14,66,97,3,2,2024-07-10,6,10.72
435,ITM10434,WH_L18,178,82,14,8,2024-07-19,9,6.13
436,ITM10435,WH_L34,193,24,9,2,2024-08-25,2,10.75
437,ITM10436,WH_L15,261,13,13,9,2024-12-13,4,1.85
438,ITM10437,WH_L14,301,72,3,7,2024-10-28,7,5.06
439,ITM10438,WH_L96,260,49,3,2,2024-12-19,1,10.71
440,ITM10439,WH_L71,389,18,4,8,2024-09-13,6,3.58
441,ITM10440,WH_L20,24,18,13,6,2024-03-18,0,3.98
442,ITM10441,WH_L35,103,35,14,8,2024-06-25,6,2.22
443,ITM10442,WH_L37,327,13,12,5,2024-01-13,0,6.1
444,ITM10443,WH_L78,380,90,5,2,2024-09-04,3,12.55
445,ITM10444,WH_L27,478,25,13,3,2024-02-23,3,12.71
446,ITM10445,WH_L92,267,24,3,6,2024-05-31,4,13.07
447,ITM10446,WH_L44,73,61,11,7,2024-07-31,1,1.51
448,ITM10447,WH_L27,180,78,12,4,2024-02-13,5,14.91
449,ITM10448,WH_L88,453,14,10,5,2024-02-29,5,8.04
450,ITM10449,WH_L82,441,29,7,5,2024-03-13,7,13.22
451,ITM10450,WH_L34,430,88,13,3,2024-06-27,9,13.67
452,ITM10451,WH_L65,245,27,4,4,2024-06-08,0,8.2
453,ITM10452,WH_L63,34,11,7,9,2024-06-24,3,1.72
454,ITM10453,WH_L33,243,22,8,4,2024-08-21,1,9.36
455,ITM10454,WH_L7,80,13,3,7,2024-04-15,7,5.68
456,ITM10455,WH_L12,141,51,13,7,2024-09-23,3,3.89
457,ITM10456,WH_L82,296,83,6,6,2024-09-04,7,3.56
458,ITM10457,WH_L55,65,70,11,9,2024-06-27,1,8.83
459,ITM10458,WH_L36,472,17,4,5,2024-08-31,3,2.46
460,ITM10459,WH_L6,409,76,7,2,2024-02-19,8,12.5
461,ITM10460,WH_L1,313,72,3,7,2024-08-12,4,4.18
462,ITM10461,WH_L43,81,18,6,3,2024-12-22,5,8.69
463,ITM10462,WH_L99,105,20,6,3,2024-08-19,9,2.76
464,ITM10463,WH_L17,465,51,8,3,2024-06-12,8,13.03
465,ITM10464,WH_L82,229,22,12,8,2024-02-04,8,10.69
466,ITM10465,WH_L34,97,45,11,9,2024-06-02,6,3.89
467,ITM10466,WH_L21,221,22,5,9,2024-01-23,1,11.02
468,ITM10467,WH_L95,321,21,11,7,2024-12-29,6,2.16
469,ITM10468,WH_L57,416,46,8,7,2024-02-28,8,11.81
470,ITM10469,WH_L71,242,83,9,3,2024-01-12,1,7.86
471,ITM10470,WH_L91,241,82,14,9,2024-06-24,6,2.68
472,ITM10471,WH_L55,22,61,12,9,2024-11-27,6,8.71
473,ITM10472,WH_L72,497,80,4,7,2024-02-25,2,3.81
474,ITM10473,WH_L2,25,11,13,8,2024-12-12,5,10.42
475,ITM10474,WH_L15,112,65,12,2,2024-03-25,7,10.92
476,ITM10475,WH_L10,27,69,8,2,2024-05-04,9,11.65
477,ITM10476,WH_L89,447,32,8,6,2024-09-21,7,13.53
478,ITM10477,WH_L20,254,49,4,9,2024-03-30,2,10.17
479,ITM10478,WH_L70,127,73,4,5,2024-10-09,5,7.88
480,ITM10479,WH_L5,180,94,4,2,2024-03-22,1,12.96
481,ITM10480,WH_L48,228,32,12,6,2024-06-18,1,13.6
482,ITM10481,WH_L75,259,38,14,4,2024-10-13,7,11.94
483,ITM10482,WH_L71,350,87,3,5,2024-08-06,9,14.19
484,ITM10483,WH_L19,352,99,7,9,2024-08-24,4,14.71
485,ITM10484,WH_L56,69,60,10,2,2024-04-28,4,4.52
486,ITM10485,WH_L17,30,78,4,8,2024-07-26,3,3.57
487,ITM10486,WH_L6,370,98,7,4,2024-11-18,9,7.28
488,ITM10487,WH_L40,175,40,14,6,2024-04-04,3,14.96
489,ITM10488,WH_L47,89,59,10,2,2024-04-05,7,2.24
490,ITM10489,WH_L6,188,29,12,9,2024-11-23,2,10.97
491,ITM10490,WH_L46,291,64,7,2,2024-12-02,2,12.91
492,ITM10491,WH_L27,87,90,4,7,2024-08-09,7,14.95
493,ITM10492,WH_L88,374,11,5,4,2024-07-21,2,9.68
494,ITM10493,WH_L32,271,34,8,2,2024-01-15,1,6.32
495,ITM10494,WH_L86,67,22,13,3,2024-11-10,4,3.33
496,ITM10495,WH_L14,203,79,13,8,2024-04-11,2,14.74
497,ITM10496,WH_L46,339,76,7,7,2024-08-18,5,13.94
498,ITM10497,WH_L100,206,67,13,7,2024-10-30,6,12.26
499,ITM10498,WH_L72,109,91,6,2,2024-08-07,2,14.21
500,ITM10499,WH_L53,465,84,6,8,2024-07-18,8,1.85
501,ITM10500,WH_L80,351,93,7,7,2024-01-03,9,9.84
502,ITM10501,WH_L96,158,73,4,5,2024-12-26,0,4.85
503,ITM10502,WH_L20,376,78,11,4,2024-04-19,6,11.72
504,ITM10503,WH_L31,108,92,4,5,2024-04-15,3,2.34
505,ITM10504,WH_L21,293,95,12,6,2024-05-22,6,4.62
506,ITM10505,WH_L23,38,68,4,5,2024-12-26,8,12.9
507,ITM10506,WH_L53,490,69,12,8,2024-02-02,8,11.49
508,ITM10507,WH_L4,330,92,11,3,2024-10-22,0,14.89
509,ITM10508,WH_L23,377,71,5,7,2024-02-22,9,10.02
510,ITM10509,WH_L95,393,25,12,8,2024-10-01,3,5.24
511,ITM10510,WH_L43,485,97,9,7,2024-04-05,6,8.67
512,ITM10511,WH_L53,173,77,6,9,2024-07-06,9,14.22
513,ITM10512,WH_L86,409,24,8,3,2024-06-15,5,10.12
514,ITM10513,WH_L95,279,98,6,7,2024-04-10,8,13.34
515,ITM10514,WH_L32,127,64,12,5,2024-08-22,6,1.32
516,ITM10515,WH_L35,390,44,9,9,2024-02-28,2,6.17
517,ITM10516,WH_L21,304,64,3,9,2024-05-14,6,14.09
518,ITM10517,WH_L90,78,23,5,6,2024-12-09,9,1.55
519,ITM10518,WH_L14,144,58,5,9,2024-09-07,4,8.27
520,ITM10519,WH_L49,373,92,3,9,2024-09-27,1,5.85
521,ITM10520,WH_L5,292,16,8,2,2024-11-23,9,10.05
522,ITM10521,WH_L61,126,39,13,3,2024-06-09,2,3.27
523,ITM10522,WH_L29,318,92,11,5,2024-11-01,5,10.15
524,ITM10523,WH_L26,264,58,10,8,2024-07-17,5,14.89
525,ITM10524,WH_L59,355,98,13,5,2024-11-08,6,4.8
526,ITM10525,WH_L45,469,25,9,5,2024-07-19,5,7.46
527,ITM10526,WH_L40,437,60,12,2,2024-10-27,8,1.42
528,ITM10527,WH_L30,266,81,10,4,2024-02-28,4,7.08
529,ITM10528,WH_L29,27,91,8,7,2024-06-27,4,6.68
530,ITM10529,WH_L4,160,89,11,7,2024-06-29,7,8.91
531,ITM10530,WH_L85,381,92,5,8,2024-08-22,7,4.59
532,ITM10531,WH_L25,27,51,12,9,2024-11-12,0,5.6
533,ITM10532,WH_L52,497,26,12,6,2024-03-29,2,9.54
534,ITM10533,WH_L43,371,72,11,8,2024-12-10,5,13.72
535,ITM10534,WH_L36,113,54,6,4,2024-12-27,5,4.29
536,ITM10535,WH_L9,340,86,9,7,2024-06-01,0,10.48
537,ITM10536,WH_L99,446,16,11,6,2024-11-10,1,8.33
538,ITM10537,WH_L36,58,36,4,8,2024-10-29,9,2.46
539,ITM10538,WH_L45,100,19,4,6,2024-02-13,6,8.92
540,ITM10539,WH_L83,206,43,11,5,2024-12-10,0,10.92
541,ITM10540,WH_L66,103,45,14,3,2024-03-09,9,9.38
542,ITM10541,WH_L52,107,34,5,5,2024-06-09,4,2.46
543,ITM10542,WH_L87,261,15,11,2,2024-03-01,0,12.96
544,ITM10543,WH_L69,361,33,7,9,2024-05-02,5,1.57
545,ITM10544,WH_L43,112,27,8,7,2024-06-05,6,4.3
546,ITM10545,WH_L4,105,96,4,6,2024-02-29,7,9.62
547,ITM10546,WH_L15,63,15,10,8,2024-04-03,2,4.05
548,ITM10547,WH_L34,156,38,13,9,2024-07-10,2,2.43
549,ITM10548,WH_L23,440,34,11,3,2024-12-21,0,8.17
550,ITM10549,WH_L75,93,64,4,8,2024-03-13,2,11.11
551,ITM10550,WH_L34,55,90,8,7,2024-09-18,4,6.75
552,ITM10551,WH_L5,120,55,8,6,2024-07-17,5,10.78
553,ITM10552,WH_L14,495,33,10,6,2024-08-02,2,13.05
554,ITM10553,WH_L77,175,84,12,5,2024-11-01,3,14.42
555,ITM10554,WH_L56,445,35,14,3,2024-03-11,4,4.27
556,ITM10555,WH_L45,274,37,7,3,2024-10-21,4,9.48
557,ITM10556,WH_L94,190,12,11,7,2024-07-15,8,4.74
558,ITM10557,WH_L41,488,84,3,6,2024-08-04,7,13.19
559,ITM10558,WH_L56,235,47,11,9,2024-04-05,0,13.46
560,ITM10559,WH_L78,189,70,12,3,2024-09-06,1,5.51
561,ITM10560,WH_L66,271,87,9,3,2024-11-21,4,10.03
562,ITM10561,WH_L15,379,60,6,8,2024-10-02,2,13.43
563,ITM10562,WH_L50,341,99,5,7,2024-12-21,6,8.12
564,ITM10563,WH_L74,74,57,12,5,2024-11-26,5,11.09
565,ITM10564,WH_L25,475,30,13,8,2024-03-29,1,12.21
566,ITM10565,WH_L33,451,63,8,8,2024-10-11,7,13.21
567,ITM10566,WH_L6,110,65,14,4,2024-03-26,4,8.21
568,ITM10567,WH_L91,297,68,3,2,2024-09-07,5,14.19
569,ITM10568,WH_L56,120,81,5,4,2024-05-27,7,9.81
570,ITM10569,WH_L1,174,60,4,3,2024-03-12,5,3.12
571,ITM10570,WH_L67,396,29,13,6,2024-04-05,9,9.57
572,ITM10571,WH_L69,368,95,11,2,2024-06-10,2,5.18
573,ITM10572,WH_L88,470,68,5,2,2024-08-18,6,6.21
574,ITM10573,WH_L93,383,80,4,6,2024-11-13,3,12.32
575,ITM10574,WH_L95,160,18,6,2,2024-01-28,5,14.63
576,ITM10575,WH_L95,192,10,4,6,2024-07-02,5,13.18
577,ITM10576,WH_L86,29,38,3,2,2024-01-05,4,5.56
578,ITM10577,WH_L26,247,72,8,8,2024-09-05,0,7.35
579,ITM10578,WH_L47,284,81,12,9,2024-03-10,7,14.77
580,ITM10579,WH_L56,457,65,10,7,2024-04-09,9,13.93
581,ITM10580,WH_L9,267,77,12,7,2024-07-15,1,14.68
582,ITM10581,WH_L86,266,44,12,4,2024-10-14,3,7.06
583,ITM10582,WH_L43,174,12,4,8,2024-09-15,2,12.21
584,ITM10583,WH_L80,53,16,11,2,2024-11-30,5,13.2
585,ITM10584,WH_L41,148,36,5,5,2024-09-10,0,1.62
586,ITM10585,WH_L85,179,10,10,6,2024-07-28,8,4.73
587,ITM10586,WH_L16,108,89,14,8,2024-12-16,4,13.37
588,ITM10587,WH_L93,112,80,10,2,2024-09-08,4,6.44
589,ITM10588,WH_L39,346,53,5,7,2024-07-31,3,4.9
590,ITM10589,WH_L65,260,96,5,7,2024-12-29,3,4.82
591,ITM10590,WH_L40,342,50,14,6,2024-08-15,0,6.26
592,ITM10591,WH_L86,487,84,8,5,2024-09-07,8,4.42
593,ITM10592,WH_L53,423,51,3,2,2024-03-26,8,1.05
594,ITM10593,WH_L42,136,42,6,2,2024-02-12,3,3.42
595,ITM10594,WH_L52,113,59,3,5,2024-10-16,9,13.36
596,ITM10595,WH_L90,182,72,5,5,2024-01-16,9,2.06
597,ITM10596,WH_L38,118,46,11,5,2024-04-22,3,6.78
598,ITM10597,WH_L71,132,68,7,7,2024-05-29,6,7.39
599,ITM10598,WH_L17,378,90,14,6,2024-01-17,3,11.89
600,ITM10599,WH_L25,110,57,7,8,2024-05-20,0,4.54
601,ITM10600,WH_L54,365,14,13,9,2024-04-25,8,5.33
602,ITM10601,WH_L86,225,57,6,5,2024-10-02,1,1.2
603,ITM10602,WH_L49,36,12,5,6,2024-05-27,4,13.64
604,ITM10603,WH_L87,293,56,7,4,2024-03-27,3,10.6
605,ITM10604,WH_L96,192,71,13,2,2024-08-22,7,4.68
606,ITM10605,WH_L23,135,23,6,2,2024-10-16,5,13.43
607,ITM10606,WH_L79,368,72,10,9,2024-09-10,6,2.21
608,ITM10607,WH_L73,487,70,6,9,2024-10-08,1,6.16
609,ITM10608,WH_L39,200,40,13,3,2024-09-18,3,8.89
610,ITM10609,WH_L52,110,26,14,4,2024-02-27,3,8.08
611,ITM10610,WH_L71,101,33,10,8,2024-10-20,1,10.17
612,ITM10611,WH_L1,343,32,8,9,2024-02-28,9,5.17
613,ITM10612,WH_L39,468,91,14,5,2024-05-17,3,11.61
614,ITM10613,WH_L37,133,59,13,5,2024-10-05,8,6.68
615,ITM10614,WH_L27,276,87,7,8,2024-07-06,7,2.75
616,ITM10615,WH_L56,77,88,6,7,2024-10-04,0,11.37
617,ITM10616,WH_L75,173,88,6,4,2024-01-22,7,13.77
618,ITM10617,WH_L78,384,79,14,5,2024-08-13,8,6.1
619,ITM10618,WH_L84,423,36,6,9,2024-10-06,7,9.26
620,ITM10619,WH_L42,135,24,13,3,2024-04-21,9,10.63
621,ITM10620,WH_L60,362,59,11,6,2024-08-05,0,12.64
622,ITM10621,WH_L57,285,45,6,2,2024-02-22,7,3.77
623,ITM10622,WH_L57,334,17,14,4,2024-11-30,4,8.98
624,ITM10623,WH_L87,222,88,11,2,2024-05-06,8,11.37
625,ITM10624,WH_L28,60,12,12,6,2024-06-01,8,3.79
626,ITM10625,WH_L66,124,71,8,4,2024-01-17,5,7.61
627,ITM10626,WH_L61,408,56,12,9,2024-08-18,2,7.5
628,ITM10627,WH_L95,397,86,9,6,2024-05-14,6,12.75
629,ITM10628,WH_L22,212,97,14,5,2024-06-27,2,11.88
630,ITM10629,WH_L85,420,70,12,8,2024-02-14,6,4.25
631,ITM10630,WH_L11,297,41,5,5,2024-08-12,7,4.26
632,ITM10631,WH_L37,373,22,10,9,2024-03-01,4,11.13
633,ITM10632,WH_L66,256,10,5,8,2024-05-01,4,11.35
634,ITM10633,WH_L85,444,43,3,5,2024-04-17,3,3.5
635,ITM10634,WH_L82,240,71,12,6,2024-10-28,2,6.76
636,ITM10635,WH_L80,87,88,14,6,2024-12-18,7,12.56
637,ITM10636,WH_L43,216,87,7,6,2024-06-28,5,2.11
638,ITM10637,WH_L12,275,91,4,2,2024-12-29,5,6.23
639,ITM10638,WH_L97,158,80,12,9,2024-11-08,1,10.02
640,ITM10639,WH_L31,331,40,8,6,2024-11-19,3,11.8
641,ITM10640,WH_L87,454,73,12,5,2024-08-07,4,10.14
642,ITM10641,WH_L40,168,34,11,3,2024-03-25,9,6.57
643,ITM10642,WH_L29,118,47,3,9,2024-11-11,4,14.89
644,ITM10643,WH_L26,95,23,6,6,2024-03-12,2,1.58
645,ITM10644,WH_L19,301,17,3,3,2024-04-15,9,7.93
646,ITM10645,WH_L4,390,63,3,8,2024-04-15,4,8.14
647,ITM10646,WH_L6,422,11,10,5,2024-01-31,4,4.36
648,ITM10647,WH_L32,128,90,13,6,2024-10-18,1,8.82
649,ITM10648,WH_L61,207,87,4,2,2024-06-28,4,4.08
650,ITM10649,WH_L79,218,98,3,2,2024-09-29,2,7.21
651,ITM10650,WH_L99,322,65,13,8,2024-05-23,2,7.04
652,ITM10651,WH_L10,346,93,10,3,2024-11-01,4,11.82
653,ITM10652,WH_L59,173,94,6,7,2024-10-02,8,14.2
654,ITM10653,WH_L54,59,70,5,2,2024-03-27,1,3.84
655,ITM10654,WH_L81,152,31,14,9,2024-06-14,8,14.88
656,ITM10655,WH_L74,424,44,6,2,2024-12-26,2,14.16
657,ITM10656,WH_L25,481,25,13,2,2024-05-29,6,2.58
658,ITM10657,WH_L92,151,59,7,5,2024-05-28,0,13.77
659,ITM10658,WH_L90,298,52,3,2,2024-10-20,0,8.9
660,ITM10659,WH_L50,381,26,13,4,2024-05-16,7,13.31
661,ITM10660,WH_L64,103,89,3,6,2024-09-20,8,14.24
662,ITM10661,WH_L52,418,67,5,8,2024-12-13,2,13.02
663,ITM10662,WH_L32,261,11,8,2,2024-02-18,5,6.64
664,ITM10663,WH_L19,135,13,3,7,2024-03-10,2,9.91
665,ITM10664,WH_L84,128,94,13,9,2024-07-29,5,7.51
666,ITM10665,WH_L89,240,48,14,7,2024-01-31,6,6.13
667,ITM10666,WH_L1,411,15,4,2,2024-05-21,4,4.51
668,ITM10667,WH_L97,60,90,14,2,2024-12-01,2,7.18
669,ITM10668,WH_L99,387,98,9,4,2024-03-05,7,12.28
670,ITM10669,WH_L14,166,78,3,2,2024-12-25,4,12.82
671,ITM10670,WH_L100,131,78,9,2,2024-03-08,0,14.41
672,ITM10671,WH_L55,122,29,6,6,2024-05-07,8,5.07
673,ITM10672,WH_L29,65,73,12,7,2024-03-15,2,10.11
674,ITM10673,WH_L23,431,25,8,4,2024-12-30,1,10.71
675,ITM10674,WH_L90,494,60,10,7,2024-06-13,2,3.68
676,ITM10675,WH_L67,343,46,11,4,2024-05-06,6,6.14
677,ITM10676,WH_L60,397,82,8,7,2024-12-12,9,5.79
678,ITM10677,WH_L7,290,78,14,2,2024-07-20,7,14.8
679,ITM10678,WH_L72,440,51,13,7,2024-09-07,1,14.42
680,ITM10679,WH_L32,404,66,11,7,2024-03-13,6,12.5
681,ITM10680,WH_L16,214,75,6,4,2024-10-22,4,7.62
682,ITM10681,WH_L59,386,18,8,8,2024-11-19,8,4.7
683,ITM10682,WH_L18,299,95,10,3,2024-05-17,6,13.82
684,ITM10683,WH_L60,302,73,11,4,2024-11-17,0,4.75
685,ITM10684,WH_L86,59,95,5,4,2024-07-31,0,8.31
686,ITM10685,WH_L68,466,31,4,4,2024-07-11,5,4.43
687,ITM10686,WH_L72,208,43,8,5,2024-08-19,8,14.6
688,ITM10687,WH_L77,183,64,6,8,2024-02-08,0,1.58
689,ITM10688,WH_L41,496,38,3,5,2024-11-20,2,3.44
690,ITM10689,WH_L97,43,47,10,5,2024-02-17,4,11.71
691,ITM10690,WH_L57,43,27,11,4,2024-07-25,3,3.12
692,ITM10691,WH_L79,23,80,11,3,2024-09-20,0,14.71
693,ITM10692,WH_L93,342,74,4,4,2024-05-22,9,5.5
694,ITM10693,WH_L65,309,10,11,2,2024-12-21,3,13.86
695,ITM10694,WH_L55,460,97,9,3,2024-07-07,3,10.27
696,ITM10695,WH_L71,452,13,7,5,2024-08-20,9,9.88
697,ITM10696,WH_L58,490,13,9,9,2024-09-06,3,13.82
698,ITM10697,WH_L21,200,91,11,7,2024-06-16,2,8.19
699,ITM10698,WH_L96,267,36,10,7,2024-10-24,6,6.61
700,ITM10699,WH_L61,135,52,8,8,2024-01-02,0,4.05
701,ITM10700,WH_L58,298,68,6,9,2024-02-17,1,3.02
702,ITM10701,WH_L34,384,41,3,6,2024-08-22,0,12.08
703,ITM10702,WH_L97,88,42,8,8,2024-11-21,3,2.79
704,ITM10703,WH_L32,370,37,5,3,2024-12-06,4,6.52
705,ITM10704,WH_L82,273,64,8,5,2024-12-23,9,6.73
706,ITM10705,WH_L36,200,69,8,3,2024-07-02,4,10.3
707,ITM10706,WH_L99,337,79,6,3,2024-02-02,1,4.9
708,ITM10707,WH_L100,188,71,4,7,2024-09-30,2,12.74
709,ITM10708,WH_L67,332,89,11,4,2024-07-22,3,3.9
710,ITM10709,WH_L63,268,43,4,2,2024-04-21,9,12.05
711,ITM10710,WH_L81,207,96,5,6,2024-08-07,5,12.9
712,ITM10711,WH_L31,73,97,12,5,2024-04-18,5,3.7
713,ITM10712,WH_L36,345,65,3,3,2024-09-10,1,12.33
714,ITM10713,WH_L57,376,22,9,6,2024-05-17,1,10.99
715,ITM10714,WH_L10,332,65,3,3,2024-06-14,8,13.24
716,ITM10715,WH_L92,157,27,13,9,2024-05-25,1,8.14
717,ITM10716,WH_L37,187,63,11,7,2024-06-21,1,4.27
718,ITM10717,WH_L31,410,86,13,2,2024-10-07,2,13.77
719,ITM10718,WH_L35,122,52,13,7,2024-10-22,8,12.06
720,ITM10719,WH_L43,441,48,3,6,2024-03-07,5,1.29
721,ITM10720,WH_L41,104,70,7,5,2024-10-16,5,14.15
722,ITM10721,WH_L70,336,51,9,3,2024-09-05,9,14.28
723,ITM10722,WH_L11,231,90,5,2,2024-06-24,4,5.97
724,ITM10723,WH_L18,22,88,11,9,2024-12-15,6,1.14
725,ITM10724,WH_L20,403,27,10,7,2024-01-25,3,8.74
726,ITM10725,WH_L30,198,32,5,9,2024-01-24,9,13.79
727,ITM10726,WH_L50,361,63,7,6,2024-02-20,9,2.74
728,ITM10727,WH_L89,322,39,9,7,2024-11-16,2,9.27
729,ITM10728,WH_L20,471,67,14,3,2024-08-23,6,11.24
730,ITM10729,WH_L91,495,77,6,3,2024-01-09,9,2.89
731,ITM10730,WH_L28,351,76,7,9,2024-03-04,0,8.19
732,ITM10731,WH_L9,57,80,5,5,2024-03-21,5,2.24
733,ITM10732,WH_L54,439,27,11,2,2024-08-13,1,8.81
734,ITM10733,WH_L53,258,16,12,4,2024-08-21,1,7.19
735,ITM10734,WH_L43,188,49,11,7,2024-01-01,7,4.71
736,ITM10735,WH_L70,472,79,9,3,2024-08-07,2,12.94
737,ITM10736,WH_L60,416,95,12,6,2024-04-13,8,6.35
738,ITM10737,WH_L54,362,74,4,7,2024-12-18,3,10.8
739,ITM10738,WH_L8,333,77,9,5,2024-03-08,5,12.07
740,ITM10739,WH_L27,325,58,9,5,2024-11-28,0,3.5
741,ITM10740,WH_L54,49,61,13,3,2024-06-03,9,2.67
742,ITM10741,WH_L50,209,38,7,3,2024-03-22,9,1.11
743,ITM10742,WH_L99,376,30,11,9,2024-05-20,2,5.28
744,ITM10743,WH_L75,44,99,14,3,2024-02-17,3,12.42
745,ITM10744,WH_L90,131,87,13,9,2024-12-01,4,11.82
746,ITM10745,WH_L3,430,18,5,8,2024-07-03,0,13.21
747,ITM10746,WH_L98,454,56,6,4,2024-05-08,3,11.65
748,ITM10747,WH_L74,225,85,3,3,2024-02-12,4,1.34
749,ITM10748,WH_L49,204,51,8,7,2024-07-09,3,6.4
750,ITM10749,WH_L62,401,60,6,7,2024-12-06,9,1.08
751,ITM10750,WH_L1,398,65,3,9,2024-11-28,9,1.5
752,ITM10751,WH_L46,66,60,4,8,2024-03-25,6,7.7
753,ITM10752,WH_L39,393,79,5,8,2024-01-27,7,6.04
754,ITM10753,WH_L97,247,29,11,2,2024-07-21,7,8.82
755,ITM10754,WH_L50,58,97,10,6,2024-11-16,2,1.93
756,ITM10755,WH_L54,35,36,9,3,2024-06-05,4,9.24
757,ITM10756,WH_L69,41,47,13,9,2024-12-24,9,1.91
758,ITM10757,WH_L96,232,81,14,7,2024-04-29,7,6.93
759,ITM10758,WH_L95,329,74,6,8,2024-08-07,6,5.93
760,ITM10759,WH_L70,168,63,3,7,2024-12-01,8,4.14
761,ITM10760,WH_L78,475,33,10,7,2024-02-16,9,5.37
762,ITM10761,WH_L29,260,56,6,8,2024-12-26,6,1.01
763,ITM10762,WH_L63,291,80,5,4,2024-02-18,1,5.54
764,ITM10763,WH_L29,78,92,11,8,2024-01-01,3,2.1
765,ITM10764,WH_L35,306,95,12,8,2024-04-19,7,13.9
766,ITM10765,WH_L56,445,72,6,6,2024-09-01,8,2.04
767,ITM10766,WH_L63,221,66,6,9,2024-02-09,6,14.34
768,ITM10767,WH_L4,51,64,11,9,2024-03-08,4,7.88
769,ITM10768,WH_L50,462,69,14,8,2024-10-30,0,8.18
770,ITM10769,WH_L44,181,71,13,5,2024-04-25,8,12.03
771,ITM10770,WH_L86,274,39,14,9,2024-09-22,5,10.74
772,ITM10771,WH_L87,273,31,4,9,2024-12-14,1,4.32
773,ITM10772,WH_L52,28,84,14,9,2024-08-15,9,1.36
774,ITM10773,WH_L93,484,93,7,8,2024-01-05,9,11.9
775,ITM10774,WH_L22,158,38,6,7,2024-01-05,1,2.82
776,ITM10775,WH_L60,499,50,11,3,2024-12-22,9,9.38
777,ITM10776,WH_L17,29,51,14,7,2024-06-24,0,14.2
778,ITM10777,WH_L80,233,74,7,6,2024-03-02,3,8.69
779,ITM10778,WH_L69,292,40,11,5,2024-08-04,9,5.0
780,ITM10779,WH_L4,343,39,13,8,2024-12-21,1,3.5
781,ITM10780,WH_L51,67,27,11,4,2024-03-08,9,1.38
782,ITM10781,WH_L76,455,26,4,2,2024-09-01,8,9.73
783,ITM10782,WH_L73,130,47,11,8,2024-02-06,1,8.81
784,ITM10783,WH_L85,172,23,5,3,2024-04-27,8,7.46
785,ITM10784,WH_L4,142,96,6,2,2024-07-15,0,3.71
786,ITM10785,WH_L11,424,98,3,4,2024-02-15,6,4.31
787,ITM10786,WH_L83,376,88,3,6,2024-02-22,5,14.42
788,ITM10787,WH_L55,121,65,3,6,2024-02-22,5,1.29
789,ITM10788,WH_L18,260,31,11,4,2024-06-09,1,6.09
790,ITM10789,WH_L60,340,76,13,7,2024-07-07,0,1.54
791,ITM10790,WH_L24,210,65,10,4,2024-06-02,9,3.68
792,ITM10791,WH_L7,236,28,7,9,2024-03-11,7,14.06
793,ITM10792,WH_L34,70,66,7,9,2024-07-14,7,3.09
794,ITM10793,WH_L49,311,53,11,8,2024-03-09,1,9.41
