operations_id,item_id,warehouse_id,picking_time_seconds,order_fulfillment_rate,KPI_score
580,ITM10579,WH_L56,118,0.99,0.529
581,ITM10580,WH_L9,73,0.83,0.815
582,ITM10581,WH_L86,32,0.76,0.64
583,ITM10582,WH_L43,41,0.8,0.807
584,ITM10583,WH_L80,132,0.92,0.616
585,ITM10584,WH_L41,28,0.9,0.535
586,ITM10585,WH_L85,115,0.93,0.599
587,ITM10586,WH_L16,76,0.72,0.647
588,ITM10587,WH_L93,176,0.87,0.581
589,ITM10588,WH_L39,98,0.98,0.668
590,ITM10589,WH_L65,69,0.73,0.582
591,ITM10590,WH_L40,20,0.73,0.645
592,ITM10591,WH_L86,58,0.91,0.489
593,ITM10592,WH_L53,152,0.79,0.321
594,ITM10593,WH_L42,137,0.9,0.528
595,ITM10594,WH_L52,70,0.86,0.628
596,ITM10595,WH_L90,152,1.0,0.446
597,ITM10596,WH_L38,14,0.97,0.644
598,ITM10597,WH_L71,38,0.9,0.575
599,ITM10598,WH_L17,78,0.78,0.578
600,ITM10599,WH_L25,159,0.78,0.722
601,ITM10600,WH_L54,22,0.96,0.509
602,ITM10601,WH_L86,125,0.88,0.568
603,ITM10602,WH_L49,119,0.94,0.548
604,ITM10603,WH_L87,166,0.83,0.658
605,ITM10604,WH_L96,89,0.73,0.488
606,ITM10605,WH_L23,109,0.8,0.553
607,ITM10606,WH_L79,26,0.75,0.499
608,ITM10607,WH_L73,157,0.93,0.721
609,ITM10608,WH_L39,123,0.91,0.643
610,ITM10609,WH_L52,15,0.73,0.666
611,ITM10610,WH_L71,31,0.89,0.794
612,ITM10611,WH_L1,146,0.96,0.592
613,ITM10612,WH_L39,169,0.91,0.613
614,ITM10613,WH_L37,97,0.85,0.553
615,ITM10614,WH_L27,42,0.79,0.546
616,ITM10615,WH_L56,79,0.97,0.752
617,ITM10616,WH_L75,58,0.83,0.689
618,ITM10617,WH_L78,113,0.96,0.5
619,ITM10618,WH_L84,167,0.93,0.589
620,ITM10619,WH_L42,111,0.94,0.537
621,ITM10620,WH_L60,153,1.0,0.847
622,ITM10621,WH_L57,115,0.92,0.579
623,ITM10622,WH_L57,91,0.71,0.569
624,ITM10623,WH_L87,95,0.76,0.514
625,ITM10624,WH_L28,23,0.71,0.503
626,ITM10625,WH_L66,174,0.76,0.497
627,ITM10626,WH_L61,58,0.72,0.489
628,ITM10627,WH_L95,59,0.85,0.586
629,ITM10628,WH_L22,173,0.71,0.785
630,ITM10629,WH_L85,32,0.84,0.639
631,ITM10630,WH_L11,75,0.97,0.482
632,ITM10631,WH_L37,124,0.92,0.819
633,ITM10632,WH_L66,37,0.98,0.82
634,ITM10633,WH_L85,29,0.77,0.647
635,ITM10634,WH_L82,130,0.86,0.655
636,ITM10635,WH_L80,106,0.8,0.608
637,ITM10636,WH_L43,128,0.85,0.457
638,ITM10637,WH_L12,118,0.87,0.522
639,ITM10638,WH_L97,35,0.71,0.751
640,ITM10639,WH_L31,156,0.77,0.767
641,ITM10640,WH_L87,115,0.91,0.646
642,ITM10641,WH_L40,150,0.93,0.617
643,ITM10642,WH_L29,71,0.87,0.67
644,ITM10643,WH_L26,135,0.78,0.652
645,ITM10644,WH_L19,151,0.82,0.49
646,ITM10645,WH_L4,148,0.73,0.655
647,ITM10646,WH_L6,76,0.99,0.496
648,ITM10647,WH_L32,21,0.96,0.729
649,ITM10648,WH_L61,44,0.72,0.431
650,ITM10649,WH_L79,119,0.75,0.599
651,ITM10650,WH_L99,176,0.87,0.676
652,ITM10651,WH_L10,169,0.77,0.588
653,ITM10652,WH_L59,23,0.98,0.51
654,ITM10653,WH_L54,164,0.93,0.59
655,ITM10654,WH_L81,110,0.78,0.717
656,ITM10655,WH_L74,69,0.7,0.829
657,ITM10656,WH_L25,52,0.94,0.653
658,ITM10657,WH_L92,64,0.83,0.86
659,ITM10658,WH_L90,118,0.89,0.698
660,ITM10659,WH_L50,102,0.79,0.616
661,ITM10660,WH_L64,172,0.74,0.562
662,ITM10661,WH_L52,104,0.9,0.666
663,ITM10662,WH_L32,169,0.84,0.464
664,ITM10663,WH_L19,156,0.77,0.693
665,ITM10664,WH_L84,104,0.74,0.627
666,ITM10665,WH_L89,176,0.87,0.517
667,ITM10666,WH_L1,157,0.92,0.672
668,ITM10667,WH_L97,37,0.79,0.592
669,ITM10668,WH_L99,12,0.92,0.684
670,ITM10669,WH_L14,169,0.75,0.77
671,ITM10670,WH_L100,95,0.8,0.721
672,ITM10671,WH_L55,117,0.92,0.433
673,ITM10672,WH_L29,179,0.9,0.794
674,ITM10673,WH_L23,126,0.78,0.662
675,ITM10674,WH_L90,117,0.74,0.55
676,ITM10675,WH_L67,24,0.71,0.631
677,ITM10676,WH_L60,71,0.95,0.416
678,ITM10677,WH_L7,40,0.72,0.618
679,ITM10678,WH_L72,35,0.73,0.688
680,ITM10679,WH_L32,157,0.77,0.668
681,ITM10680,WH_L16,75,0.83,0.542
682,ITM10681,WH_L59,158,0.94,0.574
683,ITM10682,WH_L18,124,0.77,0.667
684,ITM10683,WH_L60,69,0.86,0.597
685,ITM10684,WH_L86,72,0.73,0.546
686,ITM10685,WH_L68,110,0.84,0.56
687,ITM10686,WH_L72,176,0.75,0.69
688,ITM10687,WH_L77,109,0.76,0.52
689,ITM10688,WH_L41,148,0.81,0.666
690,ITM10689,WH_L97,128,0.93,0.627
691,ITM10690,WH_L57,66,0.92,0.711
692,ITM10691,WH_L79,140,0.82,0.772
693,ITM10692,WH_L93,46,0.74,0.514
694,ITM10693,WH_L65,120,0.78,0.735
695,ITM10694,WH_L55,162,0.85,0.603
696,ITM10695,WH_L71,158,0.96,0.498
697,ITM10696,WH_L58,121,0.99,0.874
698,ITM10697,WH_L21,179,0.89,0.746
699,ITM10698,WH_L96,10,0.81,0.529
700,ITM10699,WH_L61,32,0.91,0.707
701,ITM10700,WH_L58,116,0.8,0.525
702,ITM10701,WH_L34,122,0.89,0.791
703,ITM10702,WH_L97,161,0.77,0.61
704,ITM10703,WH_L32,98,0.78,0.586
705,ITM10704,WH_L82,144,0.72,0.518
706,ITM10705,WH_L36,47,0.83,0.785
707,ITM10706,WH_L99,56,0.89,0.56
708,ITM10707,WH_L100,112,0.94,0.689
709,ITM10708,WH_L67,172,0.94,0.599
710,ITM10709,WH_L63,71,1.0,0.637
711,ITM10710,WH_L81,82,0.73,0.706
712,ITM10711,WH_L31,12,0.85,0.519
713,ITM10712,WH_L36,111,0.86,0.644
714,ITM10713,WH_L57,157,0.94,0.652
715,ITM10714,WH_L10,114,0.78,0.52
716,ITM10715,WH_L92,53,0.72,0.632
717,ITM10716,WH_L37,169,0.79,0.502
718,ITM10717,WH_L31,109,1.0,0.815
719,ITM10718,WH_L35,35,0.97,0.644
720,ITM10719,WH_L43,57,0.82,0.561
721,ITM10720,WH_L41,14,0.96,0.62
722,ITM10721,WH_L70,68,0.71,0.679
723,ITM10722,WH_L11,70,0.79,0.542
724,ITM10723,WH_L18,58,0.92,0.486
725,ITM10724,WH_L20,167,0.77,0.781
726,ITM10725,WH_L30,154,0.76,0.47
727,ITM10726,WH_L50,79,0.96,0.553
728,ITM10727,WH_L89,24,0.88,0.688
729,ITM10728,WH_L20,10,1.0,0.532
730,ITM10729,WH_L91,150,0.74,0.413
731,ITM10730,WH_L28,137,0.81,0.68
732,ITM10731,WH_L9,171,0.79,0.578
733,ITM10732,WH_L54,134,0.96,0.693
734,ITM10733,WH_L53,167,0.78,0.75
735,ITM10734,WH_L43,28,0.81,0.48
736,ITM10735,WH_L70,128,0.74,0.783
737,ITM10736,WH_L60,73,0.93,0.444
738,ITM10737,WH_L54,75,0.77,0.531
739,ITM10738,WH_L8,66,0.72,0.724
740,ITM10739,WH_L27,53,0.83,0.701
741,ITM10740,WH_L54,21,0.82,0.368
742,ITM10741,WH_L50,131,0.75,0.449
743,ITM10742,WH_L99,177,0.74,0.529
744,ITM10743,WH_L75,33,0.97,0.789
745,ITM10744,WH_L90,148,0.72,0.607
746,ITM10745,WH_L3,10,0.73,0.795
747,ITM10746,WH_L98,37,0.77,0.703
748,ITM10747,WH_L74,77,0.99,0.592
749,ITM10748,WH_L49,114,0.73,0.513
750,ITM10749,WH_L62,103,0.94,0.464
751,ITM10750,WH_L1,133,0.97,0.392
752,ITM10751,WH_L46,133,0.81,0.61
753,ITM10752,WH_L39,31,0.79,0.568
754,ITM10753,WH_L97,166,0.9,0.482
755,ITM10754,WH_L50,98,0.91,0.566
756,ITM10755,WH_L54,54,0.93,0.687
757,ITM10756,WH_L69,133,0.95,0.385
758,ITM10757,WH_L96,154,0.78,0.539
759,ITM10758,WH_L95,88,0.91,0.556
760,ITM10759,WH_L70,48,0.74,0.404
761,ITM10760,WH_L78,177,0.85,0.475
762,ITM10761,WH_L29,37,0.88,0.37
763,ITM10762,WH_L63,139,0.75,0.676
764,ITM10763,WH_L29,164,0.72,0.667
765,ITM10764,WH_L35,158,0.76,0.583
766,ITM10765,WH_L56,96,0.83,0.501
767,ITM10766,WH_L63,144,0.97,0.601
768,ITM10767,WH_L4,61,0.86,0.639
769,ITM10768,WH_L50,135,0.92,0.596
770,ITM10769,WH_L44,156,0.75,0.595
771,ITM10770,WH_L86,82,0.73,0.547
772,ITM10771,WH_L87,149,0.77,0.638
773,ITM10772,WH_L52,103,0.79,0.437
774,ITM10773,WH_L93,11,0.86,0.575
775,ITM10774,WH_L22,26,0.96,0.615
776,ITM10775,WH_L60,134,0.83,0.507
777,ITM10776,WH_L17,140,0.86,0.755
778,ITM10777,WH_L80,30,0.7,0.641
779,ITM10778,WH_L69,87,0.71,0.347
780,ITM10779,WH_L4,88,0.73,0.621
781,ITM10780,WH_L51,60,0.91,0.469
782,ITM10781,WH_L76,115,0.85,0.502
783,ITM10782,WH_L73,114,0.76,0.657
784,ITM10783,WH_L85,19,0.88,0.445
785,ITM10784,WH_L4,125,0.86,0.61
786,ITM10785,WH_L11,64,0.73,0.562
787,ITM10786,WH_L83,45,0.89,0.669
788,ITM10787,WH_L55,60,0.93,0.436
789,ITM10788,WH_L18,83,0.79,0.724
790,ITM10789,WH_L60,26,0.91,0.731
791,ITM10790,WH_L24,70,0.76,0.367
792,ITM10791,WH_L7,100,0.93,0.662
793,ITM10792,WH_L34,150,0.97,0.512
794,ITM10793,WH_L49,104,0.83,0.705
795,ITM10794,WH_L42,89,0.77,0.648
796,ITM10795,WH_L28,112,0.82,0.618
797,ITM10796,WH_L59,57,0.78,0.735
798,ITM10797,WH_L42,95,0.7,0.335
799,ITM10798,WH_L44,79,0.9,0.566
800,ITM10799,WH_L98,56,0.71,0.595
801,ITM10800,WH_L49,19,0.76,0.624
802,ITM10801,WH_L36,89,0.92,0.659
803,ITM10802,WH_L97,22,0.9,0.611
804,ITM10803,WH_L54,67,0.72,0.399
805,ITM10804,WH_L33,93,0.9,0.623
806,ITM10805,WH_L11,77,0.98,0.633
807,ITM10806,WH_L61,93,0.72,0.469
808,ITM10807,WH_L3,95,0.82,0.633
809,ITM10808,WH_L96,166,0.92,0.775
810,ITM10809,WH_L70,153,0.9,0.48
811,ITM10810,WH_L7,72,0.77,0.573
812,ITM10811,WH_L45,52,0.75,0.547
813,ITM10812,WH_L29,160,0.94,0.788
814,ITM10813,WH_L84,167,0.99,0.552
815,ITM10814,WH_L9,39,0.93,0.594
816,ITM10815,WH_L100,76,0.99,0.665
817,ITM10816,WH_L84,33,0.88,0.51
818,ITM10817,WH_L6,110,0.98,0.577
819,ITM10818,WH_L97,115,0.91,0.558
820,ITM10819,WH_L4,110,0.97,0.582
821,ITM10820,WH_L32,17,0.75,0.757
822,ITM10821,WH_L26,105,0.94,0.577
823,ITM10822,WH_L3,171,0.76,0.57
824,ITM10823,WH_L80,44,0.71,0.582
825,ITM10824,WH_L20,105,0.86,0.649
826,ITM10825,WH_L31,59,0.8,0.537
827,ITM10826,WH_L17,154,0.71,0.555
828,ITM10827,WH_L61,11,0.99,0.565
829,ITM10828,WH_L86,53,0.9,0.745
830,ITM10829,WH_L15,111,0.97,0.476
831,ITM10830,WH_L73,139,1.0,0.668
832,ITM10831,WH_L28,81,0.82,0.785
833,ITM10832,WH_L60,119,0.78,0.508
834,ITM10833,WH_L90,146,0.76,0.535
835,ITM10834,WH_L33,138,0.85,0.461
836,ITM10835,WH_L99,112,0.88,0.719
837,ITM10836,WH_L48,146,0.84,0.704
838,ITM10837,WH_L22,151,0.82,0.346
839,ITM10838,WH_L78,36,0.75,0.753
840,ITM10839,WH_L78,146,0.83,0.405
841,ITM10840,WH_L96,173,0.73,0.62
842,ITM10841,WH_L92,102,0.96,0.769
843,ITM10842,WH_L15,109,0.71,0.701
844,ITM10843,WH_L100,140,0.81,0.375
845,ITM10844,WH_L21,126,0.73,0.535
846,ITM10845,WH_L40,160,0.93,0.647
847,ITM10846,WH_L14,131,0.79,0.59
848,ITM10847,WH_L75,119,0.73,0.631
849,ITM10848,WH_L4,82,0.86,0.797
850,ITM10849,WH_L40,39,0.97,0.352
851,ITM10850,WH_L74,28,0.97,0.661
852,ITM10851,WH_L87,111,0.77,0.666
853,ITM10852,WH_L49,76,0.92,0.711
854,ITM10853,WH_L51,59,0.71,0.558
855,ITM10854,WH_L92,57,0.74,0.599
856,ITM10855,WH_L26,12,0.85,0.718
857,ITM10856,WH_L10,75,0.77,0.576
858,ITM10857,WH_L76,164,0.94,0.392
859,ITM10858,WH_L89,115,0.98,0.868
860,ITM10859,WH_L81,120,0.7,0.571
861,ITM10860,WH_L32,49,0.77,0.607
862,ITM10861,WH_L14,134,0.83,0.448
863,ITM10862,WH_L90,27,0.87,0.432
864,ITM10863,WH_L99,164,0.97,0.632
865,ITM10864,WH_L39,148,0.97,0.468
866,ITM10865,WH_L88,176,0.89,0.618
867,ITM10866,WH_L77,28,0.78,0.487
868,ITM10867,WH_L16,98,0.93,0.653
869,ITM10868,WH_L73,144,0.76,0.546
870,ITM10869,WH_L6,66,0.99,0.539
871,ITM10870,WH_L45,139,0.7,0.484
872,ITM10871,WH_L69,47,0.87,0.556
873,ITM10872,WH_L55,142,0.73,0.703
874,ITM10873,WH_L85,91,0.82,0.66
875,ITM10874,WH_L48,45,0.89,0.595
876,ITM10875,WH_L9,97,0.91,0.617
877,ITM10876,WH_L65,128,0.94,0.728
878,ITM10877,WH_L83,94,0.88,0.733
879,ITM10878,WH_L44,157,0.78,0.575
880,ITM10879,WH_L2,142,0.97,0.426
881,ITM10880,WH_L54,33,0.94,0.75
882,ITM10881,WH_L63,39,0.75,0.584
883,ITM10882,WH_L14,37,0.95,0.632
884,ITM10883,WH_L56,118,0.99,0.56
885,ITM10884,WH_L47,144,0.89,0.714
886,ITM10885,WH_L82,179,0.78,0.748
887,ITM10886,WH_L59,44,0.88,0.734
888,ITM10887,WH_L91,128,0.8,0.429
889,ITM10888,WH_L20,43,0.9,0.515
890,ITM10889,WH_L56,112,0.86,0.636
891,ITM10890,WH_L23,126,0.98,0.655
892,ITM10891,WH_L94,85,0.89,0.848
893,ITM10892,WH_L67,63,0.76,0.382
894,ITM10893,WH_L84,38,0.92,0.713
895,ITM10894,WH_L35,147,0.79,0.605
896,ITM10895,WH_L79,36,0.78,0.566
897,ITM10896,WH_L69,22,0.82,0.601
898,ITM10897,WH_L100,51,0.7,0.487
899,ITM10898,WH_L62,174,0.99,0.493
900,ITM10899,WH_L60,30,0.86,0.56
901,ITM10900,WH_L56,140,0.93,0.679
902,ITM10901,WH_L94,145,0.78,0.718
903,ITM10902,WH_L76,79,0.92,0.748
904,ITM10903,WH_L35,154,0.87,0.809
905,ITM10904,WH_L42,19,0.83,0.422
906,ITM10905,WH_L32,150,0.99,0.639
907,ITM10906,WH_L12,115,0.85,0.563
908,ITM10907,WH_L36,21,0.9,0.547
909,ITM10908,WH_L58,137,0.7,0.534
910,ITM10909,WH_L32,160,0.79,0.484
911,ITM10910,WH_L97,137,0.97,0.703
912,ITM10911,WH_L60,70,0.93,0.557
913,ITM10912,WH_L73,35,0.86,0.783
914,ITM10913,WH_L79,24,0.97,0.619
915,ITM10914,WH_L86,31,0.85,0.533
916,ITM10915,WH_L49,98,0.87,0.651
917,ITM10916,WH_L44,74,0.81,0.732
918,ITM10917,WH_L4,163,0.89,0.57
919,ITM10918,WH_L64,30,0.8,0.625
920,ITM10919,WH_L42,161,0.82,0.596
921,ITM10920,WH_L24,25,0.99,0.619
922,ITM10921,WH_L63,169,0.73,0.47
923,ITM10922,WH_L28,25,0.73,0.71
924,ITM10923,WH_L46,51,0.71,0.601
925,ITM10924,WH_L34,169,0.8,0.368
926,ITM10925,WH_L44,50,0.82,0.624
927,ITM10926,WH_L36,117,0.73,0.581
928,ITM10927,WH_L77,134,0.86,0.623
929,ITM10928,WH_L90,161,0.87,0.586
930,ITM10929,WH_L36,22,0.93,0.539
931,ITM10930,WH_L72,88,0.99,0.735
932,ITM10931,WH_L2,147,0.89,0.772
933,ITM10932,WH_L67,51,0.73,0.607
934,ITM10933,WH_L25,178,0.73,0.602
935,ITM10934,WH_L11,130,0.93,0.736
936,ITM10935,WH_L31,140,0.9,0.721
937,ITM10936,WH_L93,25,0.75,0.259
938,ITM10937,WH_L53,53,0.78,0.563
939,ITM10938,WH_L63,167,0.93,0.658
940,ITM10939,WH_L72,130,0.87,0.544
941,ITM10940,WH_L98,174,0.88,0.415
942,ITM10941,WH_L31,33,0.76,0.553
943,ITM10942,WH_L89,35,0.89,0.834
944,ITM10943,WH_L61,67,0.93,0.555
945,ITM10944,WH_L83,18,0.97,0.707
946,ITM10945,WH_L92,135,0.92,0.678
947,ITM10946,WH_L63,28,0.87,0.516
948,ITM10947,WH_L58,37,0.9,0.584
949,ITM10948,WH_L3,144,0.85,0.677
950,ITM10949,WH_L12,54,0.77,0.534
951,ITM10950,WH_L38,137,0.96,0.708
952,ITM10951,WH_L29,103,0.86,0.651
953,ITM10952,WH_L52,174,0.88,0.673
954,ITM10953,WH_L89,25,1.0,0.675
955,ITM10954,WH_L32,14,1.0,0.722
956,ITM10955,WH_L40,166,0.88,0.603
957,ITM10956,WH_L85,61,0.71,0.685
958,ITM10957,WH_L75,160,0.82,0.54
959,ITM10958,WH_L48,15,0.98,0.681
960,ITM10959,WH_L61,173,0.79,0.668
961,ITM10960,WH_L71,170,1.0,0.721
962,ITM10961,WH_L68,58,0.73,0.724
963,ITM10962,WH_L45,178,0.87,0.687
964,ITM10963,WH_L55,89,0.85,0.539
965,ITM10964,WH_L96,107,0.78,0.534
966,ITM10965,WH_L71,116,0.98,0.823
967,ITM10966,WH_L43,163,0.89,0.546
968,ITM10967,WH_L46,46,0.77,0.538
969,ITM10968,WH_L90,125,0.82,0.852
970,ITM10969,WH_L59,26,0.92,0.49
971,ITM10970,WH_L35,41,0.79,0.532
972,ITM10971,WH_L40,165,0.96,0.464
973,ITM10972,WH_L33,34,0.75,0.558
974,ITM10973,WH_L30,31,0.78,0.643
975,ITM10974,WH_L16,70,0.74,0.749
976,ITM10975,WH_L93,135,0.73,0.665
977,ITM10976,WH_L25,53,0.79,0.404
978,ITM10977,WH_L41,111,1.0,0.706
979,ITM10978,WH_L16,29,0.73,0.577
980,ITM10979,WH_L96,118,0.76,0.473
981,ITM10980,WH_L69,97,0.78,0.456
982,ITM10981,WH_L98,56,0.89,0.654
983,ITM10982,WH_L89,60,0.92,0.548
984,ITM10983,WH_L24,48,0.93,0.644
985,ITM10984,WH_L25,23,0.7,0.706
986,ITM10985,WH_L28,30,0.9,0.782
987,ITM10986,WH_L95,152,0.89,0.532
988,ITM10987,WH_L62,109,0.86,0.754
989,ITM10988,WH_L36,106,0.81,0.724
990,ITM10989,WH_L93,10,0.94,0.617
991,ITM10990,WH_L76,118,0.8,0.563
992,ITM10991,WH_L98,91,0.77,0.596
993,ITM10992,WH_L68,147,0.79,0.499
994,ITM10993,WH_L77,160,0.83,0.501
995,ITM10994,WH_L37,27,0.76,0.618
996,ITM10995,WH_L13,67,0.88,0.763
997,ITM10996,WH_L25,135,0.97,0.488
998,ITM10997,WH_L38,82,0.88,0.717
999,ITM10998,WH_L30,119,0.83,0.647
1000,ITM10999,WH_L47,61,0.94,0.742
1001,ITM11000,WH_L23,55,0.92,0.593
1002,ITM11001,WH_L39,116,0.81,0.594
1003,ITM11002,WH_L2,22,0.88,0.61
1004,ITM11003,WH_L91,105,0.92,0.505
1005,ITM11004,WH_L69,26,0.77,0.598
1006,ITM11005,WH_L17,76,0.81,0.501
1007,ITM11006,WH_L36,70,0.73,0.592
1008,ITM11007,WH_L6,74,1.0,0.605
1009,ITM11008,WH_L7,142,0.73,0.759
1010,ITM11009,WH_L71,169,0.75,0.534
1011,ITM11010,WH_L38,98,0.84,0.62
1012,ITM11011,WH_L90,65,0.96,0.756
1013,ITM11012,WH_L17,14,0.81,0.641
1014,ITM11013,WH_L82,110,0.93,0.809
1015,ITM11014,WH_L97,96,0.9,0.386
1016,ITM11015,WH_L63,171,0.89,0.669
1017,ITM11016,WH_L14,70,0.95,0.523
1018,ITM11017,WH_L2,78,0.7,0.726
1019,ITM11018,WH_L74,72,0.98,0.566
1020,ITM11019,WH_L37,53,0.95,0.668
1021,ITM11020,WH_L61,37,0.98,0.555
1022,ITM11021,WH_L62,22,0.94,0.579
1023,ITM11022,WH_L57,39,0.96,0.64
1024,ITM11023,WH_L44,163,0.76,0.498
1025,ITM11024,WH_L24,72,0.8,0.399
1026,ITM11025,WH_L7,82,0.79,0.53
1027,ITM11026,WH_L33,66,0.73,0.422
1028,ITM11027,WH_L62,73,0.92,0.658
1029,ITM11028,WH_L15,61,0.74,0.621
1030,ITM11029,WH_L9,72,0.72,0.429
1031,ITM11030,WH_L52,150,0.93,0.578
1032,ITM11031,WH_L63,102,0.97,0.581
1033,ITM11032,WH_L10,116,0.93,0.703
1034,ITM11033,WH_L74,118,0.95,0.589
1035,ITM11034,WH_L81,97,0.88,0.545
1036,ITM11035,WH_L88,54,0.97,0.625
1037,ITM11036,WH_L7,117,0.85,0.611
1038,ITM11037,WH_L20,55,1.0,0.559
1039,ITM11038,WH_L20,86,0.73,0.523
1040,ITM11039,WH_L73,178,0.94,0.429
1041,ITM11040,WH_L39,55,0.89,0.721
1042,ITM11041,WH_L11,138,0.87,0.7
1043,ITM11042,WH_L32,101,0.92,0.455
1044,ITM11043,WH_L16,21,0.95,0.568
1045,ITM11044,WH_L72,97,0.96,0.822
1046,ITM11045,WH_L98,82,0.75,0.647
1047,ITM11046,WH_L54,172,0.76,0.603
1048,ITM11047,WH_L78,111,0.7,0.4
1049,ITM11048,WH_L77,108,0.74,0.666
1050,ITM11049,WH_L80,170,0.78,0.719
1051,ITM11050,WH_L29,67,0.92,0.499
1052,ITM11051,WH_L100,137,0.84,0.631
1053,ITM11052,WH_L67,126,0.93,0.561
1054,ITM11053,WH_L49,44,0.85,0.62
1055,ITM11054,WH_L58,93,0.87,0.752
1056,ITM11055,WH_L57,75,0.73,0.48
1057,ITM11056,WH_L39,35,0.93,0.453
1058,ITM11057,WH_L76,51,0.93,0.626
1059,ITM11058,WH_L55,86,0.79,0.651
1060,ITM11059,WH_L40,39,0.8,0.52
1061,ITM11060,WH_L73,125,0.77,0.477
1062,ITM11061,WH_L80,169,0.94,0.607
1063,ITM11062,WH_L8,45,0.92,0.45
1064,ITM11063,WH_L79,28,0.88,0.642
1065,ITM11064,WH_L95,31,0.77,0.566
1066,ITM11065,WH_L13,74,0.75,0.703
1067,ITM11066,WH_L98,66,0.72,0.445
1068,ITM11067,WH_L27,20,0.71,0.564
1069,ITM11068,WH_L81,35,0.76,0.712
1070,ITM11069,WH_L28,28,0.73,0.554
1071,ITM11070,WH_L34,92,0.87,0.574
1072,ITM11071,WH_L85,149,0.81,0.53
1073,ITM11072,WH_L11,76,0.83,0.468
1074,ITM11073,WH_L21,65,0.88,0.577
1075,ITM11074,WH_L31,27,0.9,0.499
1076,ITM11075,WH_L23,122,0.89,0.544
1077,ITM11076,WH_L71,14,0.78,0.699
1078,ITM11077,WH_L10,121,0.94,0.519
1079,ITM11078,WH_L21,161,0.98,0.542
1080,ITM11079,WH_L1,124,0.79,0.572
1081,ITM11080,WH_L53,175,0.71,0.535
1082,ITM11081,WH_L58,76,0.97,0.701
1083,ITM11082,WH_L89,79,0.98,0.593
1084,ITM11083,WH_L77,61,0.72,0.538
1085,ITM11084,WH_L61,136,0.7,0.326
1086,ITM11085,WH_L38,176,0.94,0.764
1087,ITM11086,WH_L5,163,0.79,0.582
1088,ITM11087,WH_L30,74,0.97,0.638
1089,ITM11088,WH_L37,89,0.77,0.595
1090,ITM11089,WH_L91,122,0.96,0.518
1091,ITM11090,WH_L37,120,0.72,0.545
1092,ITM11091,WH_L90,62,0.78,0.525
1093,ITM11092,WH_L59,146,0.99,0.635
1094,ITM11093,WH_L10,142,0.77,0.664
1095,ITM11094,WH_L88,125,0.74,0.637
1096,ITM11095,WH_L30,81,0.96,0.636
1097,ITM11096,WH_L34,30,0.74,0.419
1098,ITM11097,WH_L81,112,0.73,0.693
1099,ITM11098,WH_L76,116,0.8,0.609
1100,ITM11099,WH_L85,72,0.89,0.772
1101,ITM11100,WH_L26,157,0.91,0.534
1102,ITM11101,WH_L55,159,0.96,0.527
1103,ITM11102,WH_L15,86,0.86,0.73
1104,ITM11103,WH_L70,84,0.82,0.329
1105,ITM11104,WH_L29,167,0.81,0.678
1106,ITM11105,WH_L83,72,0.95,0.656
1107,ITM11106,WH_L20,76,0.92,0.417
1108,ITM11107,WH_L35,45,0.97,0.561
1109,ITM11108,WH_L19,143,0.99,0.691
1110,ITM11109,WH_L10,46,0.79,0.654
1111,ITM11110,WH_L8,102,0.86,0.572
1112,ITM11111,WH_L22,84,0.89,0.736
1113,ITM11112,WH_L40,175,0.75,0.612
1114,ITM11113,WH_L77,124,0.72,0.561
1115,ITM11114,WH_L96,162,0.96,0.569
1116,ITM11115,WH_L73,86,0.86,0.446
1117,ITM11116,WH_L37,170,0.87,0.77
1118,ITM11117,WH_L57,22,0.87,0.504
1119,ITM11118,WH_L16,47,0.93,0.646
1120,ITM11119,WH_L60,157,0.74,0.814
1121,ITM11120,WH_L89,26,0.88,0.505
1122,ITM11121,WH_L39,132,0.84,0.546
1123,ITM11122,WH_L90,123,0.97,0.56
1124,ITM11123,WH_L52,161,0.86,0.547
1125,ITM11124,WH_L35,35,0.98,0.511
1126,ITM11125,WH_L65,177,0.81,0.576
1127,ITM11126,WH_L70,41,0.99,0.632
1128,ITM11127,WH_L64,174,0.96,0.531
1129,ITM11128,WH_L57,95,0.88,0.643
1130,ITM11129,WH_L11,107,0.81,0.509
1131,ITM11130,WH_L77,100,0.81,0.679
1132,ITM11131,WH_L6,130,0.93,0.464
1133,ITM11132,WH_L56,66,0.87,0.439
1134,ITM11133,WH_L95,116,0.82,0.525
1135,ITM11134,WH_L42,31,0.89,0.643
1136,ITM11135,WH_L78,121,0.92,0.715
1137,ITM11136,WH_L33,94,0.71,0.671
1138,ITM11137,WH_L4,89,0.73,0.491
1139,ITM11138,WH_L12,82,0.73,0.475
1140,ITM11139,WH_L30,86,0.77,0.621
1141,ITM11140,WH_L87,83,0.83,0.857
1142,ITM11141,WH_L74,136,0.94,0.706
1143,ITM11142,WH_L76,130,0.81,0.752
1144,ITM11143,WH_L3,94,0.71,0.556
1145,ITM11144,WH_L98,179,0.85,0.524
1146,ITM11145,WH_L87,177,1.0,0.497
1147,ITM11146,WH_L35,159,0.8,0.856
1148,ITM11147,WH_L74,91,0.99,0.524
1149,ITM11148,WH_L6,30,0.73,0.497
1150,ITM11149,WH_L98,151,0.75,0.54
1151,ITM11150,WH_L97,83,0.92,0.478
1152,ITM11151,WH_L23,18,0.85,0.361
1153,ITM11152,WH_L61,155,0.93,0.665
1154,ITM11153,WH_L67,22,0.96,0.692
