demand_id,item_id,daily_demand,demand_std_dev,forecasted_demand_next_7d,total_orders_last_month
633,ITM10632,15.4,1.18,44.26,292
634,ITM10633,13.44,4.94,226.11,194
635,ITM10634,31.38,2.17,277.28,602
636,ITM10635,27.25,1.84,121.92,722
637,ITM10636,3.95,1.7,163.18,488
638,ITM10637,4.99,4.8,151.67,387
639,ITM10638,32.51,5.4,237.76,457
640,ITM10639,23.79,1.77,298.32,638
641,ITM10640,48.58,9.8,223.35,217
642,ITM10641,34.25,2.95,72.21,845
643,ITM10642,1.49,4.86,211.86,671
644,ITM10643,24.57,2.55,188.57,756
645,ITM10644,21.31,5.19,70.93,789
646,ITM10645,6.23,7.68,79.88,216
647,ITM10646,46.24,5.45,199.31,582
648,ITM10647,40.45,3.21,244.27,214
649,ITM10648,12.27,2.86,231.1,691
650,ITM10649,13.54,7.71,185.86,311
651,ITM10650,2.57,1.62,281.89,613
652,ITM10651,15.54,4.01,222.0,310
653,ITM10652,29.65,1.94,167.16,224
654,ITM10653,21.62,2.95,246.7,860
655,ITM10654,48.49,1.95,94.24,145
656,ITM10655,3.75,8.92,86.41,406
657,ITM10656,29.98,7.45,291.72,419
658,ITM10657,43.06,5.83,285.45,601
659,ITM10658,24.56,2.63,265.35,956
660,ITM10659,1.15,5.35,72.17,770
661,ITM10660,12.9,5.45,180.43,191
662,ITM10661,16.86,6.11,165.16,819
663,ITM10662,48.33,1.07,68.9,216
664,ITM10663,45.68,9.74,139.86,752
665,ITM10664,47.51,4.92,144.89,368
666,ITM10665,41.46,9.3,79.78,680
667,ITM10666,18.23,0.59,286.92,707
668,ITM10667,45.39,2.85,152.89,911
669,ITM10668,49.1,1.49,162.22,384
670,ITM10669,18.15,7.81,183.59,523
671,ITM10670,13.77,3.54,267.22,690
672,ITM10671,27.8,8.48,164.66,194
673,ITM10672,10.17,8.41,166.88,103
674,ITM10673,2.6,6.84,79.66,171
675,ITM10674,47.35,6.82,184.82,173
676,ITM10675,46.36,7.15,120.53,216
677,ITM10676,8.97,6.9,197.57,993
678,ITM10677,20.98,4.18,97.22,883
679,ITM10678,41.72,6.99,217.56,704
680,ITM10679,33.39,9.03,189.48,71
681,ITM10680,20.34,3.66,147.6,325
682,ITM10681,37.46,9.48,38.04,910
683,ITM10682,44.96,0.63,191.82,988
684,ITM10683,46.38,3.82,259.19,457
685,ITM10684,19.56,1.75,59.61,531
686,ITM10685,9.5,1.7,34.57,348
687,ITM10686,45.73,8.25,21.47,326
688,ITM10687,5.54,9.22,19.23,865
689,ITM10688,36.36,7.89,254.2,371
690,ITM10689,7.88,9.78,221.01,164
691,ITM10690,20.08,2.56,68.67,321
692,ITM10691,21.17,1.84,275.96,217
693,ITM10692,8.78,5.45,49.25,838
694,ITM10693,46.21,8.38,118.51,485
695,ITM10694,1.13,0.88,141.11,918
696,ITM10695,44.8,9.96,32.01,313
697,ITM10696,44.31,6.22,110.77,299
698,ITM10697,16.53,9.8,39.55,511
699,ITM10698,35.51,3.97,239.03,927
700,ITM10699,13.39,4.85,23.58,488
701,ITM10700,38.18,7.65,14.97,816
702,ITM10701,28.49,8.03,222.42,391
703,ITM10702,15.71,2.71,236.45,515
704,ITM10703,20.61,9.33,153.73,107
705,ITM10704,34.8,8.74,102.18,54
706,ITM10705,45.4,0.67,78.57,987
707,ITM10706,7.41,1.72,43.94,672
708,ITM10707,29.0,5.21,150.43,926
709,ITM10708,13.43,4.88,152.42,847
710,ITM10709,40.27,7.23,142.23,912
711,ITM10710,4.44,1.35,235.7,314
712,ITM10711,34.76,6.63,38.94,298
713,ITM10712,9.57,6.36,204.3,144
714,ITM10713,30.22,2.72,126.45,912
715,ITM10714,41.95,5.65,79.88,858
716,ITM10715,38.0,2.61,207.66,868
717,ITM10716,37.89,1.9,67.33,746
718,ITM10717,26.37,5.94,76.97,506
719,ITM10718,44.65,9.79,299.58,790
720,ITM10719,29.82,2.75,267.71,366
721,ITM10720,45.96,3.88,212.17,823
722,ITM10721,27.78,2.94,101.57,168
723,ITM10722,25.79,3.03,165.65,795
724,ITM10723,11.9,4.34,46.72,843
725,ITM10724,27.69,7.17,106.85,251
726,ITM10725,7.89,0.87,29.71,823
727,ITM10726,43.61,9.59,186.99,102
728,ITM10727,34.12,0.94,258.67,366
729,ITM10728,49.69,8.87,244.77,722
730,ITM10729,5.51,9.0,258.26,293
731,ITM10730,12.79,5.48,60.63,990
732,ITM10731,43.98,1.8,198.52,143
733,ITM10732,20.37,5.87,287.46,601
734,ITM10733,23.85,6.47,237.14,329
735,ITM10734,43.17,8.65,10.98,141
736,ITM10735,26.57,5.73,265.87,862
737,ITM10736,10.48,4.4,214.68,87
738,ITM10737,44.71,8.46,45.4,462
739,ITM10738,2.52,9.82,101.01,292
740,ITM10739,44.87,6.63,44.08,413
741,ITM10740,3.48,8.81,221.65,697
742,ITM10741,33.63,6.19,11.02,113
743,ITM10742,4.51,7.05,144.71,904
744,ITM10743,35.6,7.04,299.94,924
745,ITM10744,2.66,7.2,256.83,250
746,ITM10745,42.28,3.55,180.29,356
747,ITM10746,23.83,5.97,211.24,823
748,ITM10747,5.58,6.14,185.06,224
749,ITM10748,35.63,3.49,245.15,738
750,ITM10749,24.98,3.82,266.94,646
751,ITM10750,10.36,7.74,232.31,721
752,ITM10751,1.77,6.04,62.77,743
753,ITM10752,21.48,1.92,118.03,597
754,ITM10753,5.2,8.46,237.48,906
755,ITM10754,5.61,8.89,248.72,148
756,ITM10755,14.1,4.93,192.35,275
757,ITM10756,31.89,2.48,217.1,964
758,ITM10757,26.97,9.5,60.6,598
759,ITM10758,4.38,8.88,118.07,322
760,ITM10759,48.45,2.82,165.04,833
761,ITM10760,44.47,1.41,295.28,235
762,ITM10761,13.7,4.69,241.77,989
763,ITM10762,6.99,6.93,65.86,501
764,ITM10763,47.18,2.17,112.2,610
765,ITM10764,23.6,5.38,72.9,554
766,ITM10765,16.25,4.54,54.16,143
767,ITM10766,25.03,8.96,44.79,356
768,ITM10767,38.86,4.58,290.05,787
769,ITM10768,9.25,5.57,272.92,566
770,ITM10769,38.61,9.58,150.14,914
771,ITM10770,37.72,3.35,169.08,223
772,ITM10771,27.43,3.25,253.2,744
773,ITM10772,43.43,8.1,198.16,122
774,ITM10773,7.48,3.14,222.47,194
775,ITM10774,30.18,8.4,239.43,957
776,ITM10775,23.02,1.41,150.08,713
777,ITM10776,21.69,1.56,292.69,105
778,ITM10777,13.38,9.06,192.23,744
779,ITM10778,19.24,5.64,193.71,683
780,ITM10779,6.3,7.33,50.9,293
781,ITM10780,13.33,2.64,296.44,943
782,ITM10781,14.33,2.08,30.52,253
783,ITM10782,36.31,8.43,295.83,640
784,ITM10783,3.38,3.91,274.06,65
785,ITM10784,32.91,4.82,258.36,175
786,ITM10785,11.85,0.77,205.34,648
787,ITM10786,5.01,4.17,186.57,515
788,ITM10787,15.74,7.82,299.02,839
789,ITM10788,12.0,8.3,292.46,927
790,ITM10789,28.05,7.14,245.43,477
791,ITM10790,18.51,7.08,35.19,400
792,ITM10791,48.33,5.31,117.93,604
793,ITM10792,48.21,5.61,261.12,128
794,ITM10793,22.74,7.56,213.73,550
795,ITM10794,39.96,2.85,45.38,838
796,ITM10795,1.65,2.7,110.99,428
797,ITM10796,27.84,9.52,15.63,313
798,ITM10797,37.42,0.76,268.91,354
799,ITM10798,11.63,1.82,226.63,537
800,ITM10799,4.0,5.92,136.4,789
801,ITM10800,8.64,7.51,230.51,174
802,ITM10801,22.65,5.61,280.69,667
803,ITM10802,25.81,3.87,91.17,791
804,ITM10803,19.66,9.79,92.89,695
805,ITM10804,22.56,7.19,149.97,130
806,ITM10805,24.04,8.4,215.0,921
807,ITM10806,38.7,0.88,297.98,670
808,ITM10807,6.16,2.74,57.25,224
809,ITM10808,38.68,4.05,109.22,725
810,ITM10809,34.74,2.23,115.4,174
811,ITM10810,37.34,1.19,220.49,397
812,ITM10811,36.99,2.64,267.11,938
813,ITM10812,24.06,5.57,63.3,416
814,ITM10813,11.36,7.11,216.96,584
815,ITM10814,27.29,7.85,273.79,464
816,ITM10815,47.94,0.91,45.18,927
817,ITM10816,29.84,4.57,194.17,892
818,ITM10817,1.54,1.66,68.69,623
819,ITM10818,3.93,4.6,137.93,773
820,ITM10819,49.65,4.62,46.77,301
821,ITM10820,4.53,5.23,208.25,657
822,ITM10821,3.26,8.98,126.4,770
823,ITM10822,18.3,8.15,174.5,618
824,ITM10823,48.5,6.55,161.83,283
825,ITM10824,16.62,8.91,211.26,407
826,ITM10825,21.08,6.95,269.72,375
827,ITM10826,32.07,8.28,91.13,114
828,ITM10827,2.18,5.86,182.6,342
829,ITM10828,44.99,5.49,176.39,373
830,ITM10829,26.45,7.38,101.39,380
831,ITM10830,23.87,0.69,154.88,578
832,ITM10831,43.18,7.06,21.73,184
833,ITM10832,47.7,9.38,133.81,869
834,ITM10833,21.75,7.28,88.45,468
835,ITM10834,9.45,0.85,260.55,179
836,ITM10835,40.97,4.09,113.76,985
837,ITM10836,20.76,8.19,65.74,598
838,ITM10837,46.84,9.61,163.6,811
839,ITM10838,47.55,4.02,245.18,618
840,ITM10839,6.63,8.49,112.67,406
841,ITM10840,47.87,8.71,255.58,571
842,ITM10841,19.05,1.67,104.58,509
843,ITM10842,32.67,8.53,223.32,642
844,ITM10843,2.7,3.58,43.42,991
845,ITM10844,44.56,6.14,28.04,651
846,ITM10845,32.44,5.62,223.9,950
847,ITM10846,32.53,6.8,116.84,950
848,ITM10847,45.21,7.53,123.97,681
849,ITM10848,25.91,4.69,176.5,663
850,ITM10849,21.12,8.94,296.19,544
851,ITM10850,43.44,8.19,59.74,588
852,ITM10851,37.38,7.96,96.96,310
853,ITM10852,47.5,4.85,198.12,622
854,ITM10853,47.07,0.86,213.28,185
855,ITM10854,19.73,5.18,214.78,976
856,ITM10855,22.9,9.04,182.67,658
857,ITM10856,13.54,2.31,180.6,710
858,ITM10857,33.37,9.83,52.95,276
859,ITM10858,18.86,8.17,252.04,838
860,ITM10859,39.52,7.24,12.58,868
861,ITM10860,6.96,6.93,131.1,896
862,ITM10861,6.7,6.08,72.47,277
863,ITM10862,11.02,7.35,40.26,876
864,ITM10863,5.13,4.51,102.65,810
865,ITM10864,31.38,8.53,200.58,307
866,ITM10865,8.22,7.12,154.15,463
867,ITM10866,8.84,7.83,263.32,875
868,ITM10867,1.7,8.03,183.91,269
869,ITM10868,39.32,1.37,83.41,285
870,ITM10869,40.8,1.03,159.41,69
871,ITM10870,8.94,8.11,75.94,473
872,ITM10871,37.24,2.96,61.81,462
873,ITM10872,22.24,6.03,286.96,438
874,ITM10873,12.74,4.72,145.73,394
875,ITM10874,31.45,0.71,198.85,699
876,ITM10875,9.75,0.88,263.3,516
877,ITM10876,38.09,8.36,103.43,238
878,ITM10877,3.33,6.27,238.82,666
879,ITM10878,48.0,5.48,238.76,417
880,ITM10879,4.52,9.47,248.96,434
881,ITM10880,29.39,2.14,64.94,992
882,ITM10881,45.21,2.95,289.22,147
883,ITM10882,1.58,7.69,89.69,319
884,ITM10883,25.43,7.86,235.28,714
885,ITM10884,18.15,4.35,57.07,267
886,ITM10885,29.44,9.53,278.03,70
887,ITM10886,12.05,9.41,134.08,321
888,ITM10887,4.18,0.62,203.91,763
889,ITM10888,31.67,2.14,256.56,209
890,ITM10889,21.43,8.29,91.89,541
891,ITM10890,31.5,3.68,122.81,478
892,ITM10891,11.32,1.41,100.88,625
893,ITM10892,17.6,7.96,92.03,645
894,ITM10893,28.52,4.82,157.99,634
895,ITM10894,30.06,5.18,168.56,621
896,ITM10895,19.24,2.27,32.28,915
897,ITM10896,14.72,6.78,205.25,708
898,ITM10897,14.41,5.74,131.8,96
899,ITM10898,9.56,2.46,267.96,272
900,ITM10899,16.94,3.73,266.8,207
901,ITM10900,10.77,6.17,218.83,96
902,ITM10901,32.06,9.29,257.6,850
903,ITM10902,28.88,9.24,277.53,771
904,ITM10903,19.75,3.24,177.43,582
905,ITM10904,16.97,7.49,291.85,400
906,ITM10905,12.64,7.87,287.07,368
907,ITM10906,27.24,8.18,41.87,280
908,ITM10907,46.03,5.92,161.6,347
909,ITM10908,34.6,0.6,43.2,494
910,ITM10909,37.48,7.74,208.4,154
911,ITM10910,41.88,1.51,231.93,687
912,ITM10911,18.23,1.61,266.56,932
913,ITM10912,4.08,6.25,198.5,348
914,ITM10913,31.51,9.84,141.66,117
915,ITM10914,10.24,2.8,55.22,587
916,ITM10915,28.88,6.64,46.28,722
917,ITM10916,37.24,3.38,150.84,669
918,ITM10917,39.4,9.04,251.44,850
919,ITM10918,15.79,6.14,227.71,866
920,ITM10919,26.11,2.47,265.43,645
921,ITM10920,31.43,2.99,245.19,90
922,ITM10921,41.15,4.61,69.59,249
923,ITM10922,38.31,1.66,68.09,597
924,ITM10923,49.41,1.25,142.82,912
925,ITM10924,1.4,6.96,65.44,424
926,ITM10925,22.44,4.37,64.37,455
927,ITM10926,13.55,7.4,87.66,283
928,ITM10927,6.87,1.55,16.54,557
929,ITM10928,45.66,6.29,175.69,291
930,ITM10929,49.9,4.71,125.02,992
931,ITM10930,9.85,1.05,78.84,388
932,ITM10931,2.88,5.68,48.92,69
933,ITM10932,14.48,1.29,142.2,904
934,ITM10933,41.91,8.36,184.57,713
935,ITM10934,15.4,6.5,292.25,943
936,ITM10935,3.79,5.79,83.61,220
937,ITM10936,3.57,1.77,17.64,265
938,ITM10937,21.94,3.23,223.44,917
939,ITM10938,46.66,5.18,78.2,890
940,ITM10939,15.01,6.52,150.44,793
941,ITM10940,21.93,2.24,244.39,65
942,ITM10941,5.99,0.58,20.72,332
943,ITM10942,25.19,3.78,51.04,350
944,ITM10943,35.13,5.09,38.47,214
945,ITM10944,14.29,2.25,77.78,830
946,ITM10945,15.54,5.18,60.18,740
947,ITM10946,42.26,3.72,101.81,307
948,ITM10947,1.51,4.82,226.43,637
949,ITM10948,32.19,3.8,22.28,666
950,ITM10949,20.3,6.47,31.39,402
951,ITM10950,15.62,0.91,173.65,136
952,ITM10951,33.22,2.12,160.88,876
953,ITM10952,41.9,4.61,147.48,575
954,ITM10953,28.36,3.88,159.61,920
955,ITM10954,2.52,4.22,225.19,994
956,ITM10955,23.61,8.14,177.07,847
957,ITM10956,23.68,8.92,142.52,808
958,ITM10957,27.65,2.86,33.71,927
959,ITM10958,33.88,8.45,292.68,802
960,ITM10959,1.95,4.86,79.41,915
961,ITM10960,25.6,3.1,262.06,58
962,ITM10961,29.83,9.86,119.9,512
963,ITM10962,17.82,8.34,208.34,585
964,ITM10963,33.75,9.95,141.7,673
965,ITM10964,12.18,2.1,112.71,346
966,ITM10965,16.55,1.87,188.15,266
967,ITM10966,48.18,5.28,165.47,277
968,ITM10967,18.06,6.57,77.41,81
969,ITM10968,17.98,2.13,107.51,480
970,ITM10969,30.19,8.67,19.97,838
971,ITM10970,48.58,5.55,66.14,219
972,ITM10971,49.17,4.4,107.39,280
973,ITM10972,29.4,6.22,291.92,119
974,ITM10973,1.05,6.53,162.86,160
975,ITM10974,45.13,0.91,213.23,138
976,ITM10975,28.94,10.0,205.34,51
977,ITM10976,18.93,3.96,294.46,976
978,ITM10977,41.63,1.08,171.14,105
979,ITM10978,20.59,8.6,179.79,719
980,ITM10979,2.67,9.93,97.02,320
981,ITM10980,41.23,8.26,191.57,323
982,ITM10981,27.75,8.59,229.74,593
983,ITM10982,17.57,6.45,39.94,319
984,ITM10983,13.29,9.26,149.24,239
985,ITM10984,30.1,0.84,132.35,771
986,ITM10985,11.19,7.78,42.94,532
987,ITM10986,16.87,6.87,108.97,357
988,ITM10987,32.19,0.97,165.2,71
989,ITM10988,44.2,5.67,198.46,63
990,ITM10989,27.11,5.39,93.78,535
991,ITM10990,38.2,7.07,148.13,767
992,ITM10991,38.39,1.24,222.88,595
993,ITM10992,33.55,8.15,132.45,903
994,ITM10993,13.05,1.82,282.82,513
995,ITM10994,43.47,4.48,18.9,617
996,ITM10995,22.38,8.87,85.47,801
997,ITM10996,3.17,5.83,48.68,998
998,ITM10997,12.99,4.11,166.97,482
999,ITM10998,38.51,0.96,61.44,624
1000,ITM10999,4.39,6.89,225.13,449
1001,ITM11000,8.22,9.87,276.32,641
1002,ITM11001,35.02,9.16,70.09,601
1003,ITM11002,44.74,7.31,272.96,855
1004,ITM11003,32.05,1.5,193.21,963
1005,ITM11004,11.89,2.77,66.89,328
1006,ITM11005,3.62,2.28,223.6,817
1007,ITM11006,31.14,3.88,36.35,159
1008,ITM11007,3.32,2.74,210.72,97
1009,ITM11008,31.02,2.82,259.77,793
1010,ITM11009,12.05,6.36,285.61,131
1011,ITM11010,45.33,3.53,25.81,735
1012,ITM11011,24.28,6.93,27.96,674
1013,ITM11012,11.97,9.5,279.82,327
1014,ITM11013,42.8,6.57,238.98,430
1015,ITM11014,13.45,7.64,234.54,359
1016,ITM11015,16.02,7.64,225.36,601
1017,ITM11016,41.88,3.64,218.03,591
1018,ITM11017,16.13,0.64,187.83,816
1019,ITM11018,21.1,1.02,245.69,289
1020,ITM11019,18.04,3.18,19.91,232
1021,ITM11020,6.7,7.05,224.69,233
1022,ITM11021,2.91,9.11,179.05,603
1023,ITM11022,36.5,9.61,273.16,987
1024,ITM11023,32.61,0.75,281.55,515
1025,ITM11024,14.84,9.91,79.99,688
1026,ITM11025,15.48,3.56,238.94,486
1027,ITM11026,47.31,8.51,287.53,643
1028,ITM11027,49.4,2.21,87.33,282
1029,ITM11028,24.2,1.1,256.81,870
1030,ITM11029,40.32,4.09,180.09,753
1031,ITM11030,37.1,8.66,124.55,50
1032,ITM11031,15.57,2.6,248.85,554
1033,ITM11032,3.87,1.96,262.39,411
1034,ITM11033,7.99,9.14,91.97,768
1035,ITM11034,42.08,9.41,240.39,758
1036,ITM11035,36.83,0.62,24.4,332
1037,ITM11036,33.55,7.41,131.12,578
1038,ITM11037,7.4,3.44,30.24,880
1039,ITM11038,32.36,4.06,95.21,945
1040,ITM11039,38.84,4.96,285.61,218
1041,ITM11040,43.17,4.55,223.07,938
1042,ITM11041,1.65,5.39,229.12,235
1043,ITM11042,34.54,6.03,49.0,171
1044,ITM11043,1.94,4.92,177.82,490
1045,ITM11044,35.64,7.16,122.76,785
1046,ITM11045,32.15,7.33,222.91,688
1047,ITM11046,8.27,4.68,55.55,727
1048,ITM11047,38.54,1.85,91.76,523
1049,ITM11048,4.35,6.59,270.59,171
1050,ITM11049,41.49,7.84,59.24,883
1051,ITM11050,13.83,6.56,193.4,781
1052,ITM11051,34.75,6.09,101.39,990
1053,ITM11052,46.26,2.68,33.75,840
1054,ITM11053,17.65,6.63,74.87,709
1055,ITM11054,25.64,3.68,262.13,341
1056,ITM11055,23.69,9.24,274.06,987
1057,ITM11056,8.72,6.71,131.75,296
1058,ITM11057,29.93,3.14,190.06,967
1059,ITM11058,37.41,4.99,160.94,237
1060,ITM11059,45.93,8.54,91.11,572
1061,ITM11060,42.69,3.69,109.99,333
1062,ITM11061,25.99,5.49,162.78,606
1063,ITM11062,36.23,6.96,211.65,173
1064,ITM11063,40.24,7.67,111.46,939
1065,ITM11064,25.18,2.15,212.69,296
1066,ITM11065,6.66,5.87,288.68,455
1067,ITM11066,22.46,9.17,17.12,386
1068,ITM11067,42.28,9.7,57.51,208
1069,ITM11068,30.24,6.73,275.72,316
1070,ITM11069,36.5,9.84,30.76,341
1071,ITM11070,10.08,5.92,231.86,639
1072,ITM11071,48.25,4.7,190.95,852
1073,ITM11072,20.8,5.74,23.83,944
1074,ITM11073,33.03,1.6,10.21,200
1075,ITM11074,1.92,4.32,155.58,334
1076,ITM11075,7.24,4.85,44.03,200
1077,ITM11076,39.32,8.56,262.94,173
1078,ITM11077,48.43,7.71,149.42,789
1079,ITM11078,16.68,6.21,77.99,321
1080,ITM11079,2.82,3.8,58.78,920
1081,ITM11080,18.68,2.28,252.37,389
1082,ITM11081,1.86,3.8,218.43,778
1083,ITM11082,10.43,6.96,218.21,708
1084,ITM11083,37.87,3.0,34.74,779
1085,ITM11084,46.92,4.56,191.11,657
1086,ITM11085,5.29,4.17,262.15,496
1087,ITM11086,28.34,7.77,232.11,611
1088,ITM11087,13.44,8.9,44.27,506
1089,ITM11088,7.81,7.14,285.29,604
1090,ITM11089,11.73,3.75,30.22,580
1091,ITM11090,29.31,4.62,171.5,162
1092,ITM11091,4.19,1.86,284.05,938
1093,ITM11092,22.28,2.1,248.45,774
1094,ITM11093,7.63,2.06,207.44,579
1095,ITM11094,14.36,1.74,258.34,695
1096,ITM11095,10.35,2.21,205.25,852
1097,ITM11096,44.27,2.43,25.94,575
1098,ITM11097,35.69,1.56,111.75,113
1099,ITM11098,43.55,6.58,133.87,442
1100,ITM11099,19.79,9.91,168.45,724
1101,ITM11100,16.36,8.85,76.6,819
1102,ITM11101,19.65,0.93,265.54,548
1103,ITM11102,1.91,4.52,76.32,567
1104,ITM11103,36.51,8.66,200.7,404
1105,ITM11104,18.14,1.78,264.22,682
1106,ITM11105,16.35,8.55,222.52,202
1107,ITM11106,30.31,6.13,49.44,378
1108,ITM11107,22.38,9.35,285.9,739
1109,ITM11108,49.06,8.82,36.66,528
1110,ITM11109,18.46,6.93,68.02,440
1111,ITM11110,31.08,6.75,50.38,624
1112,ITM11111,16.27,2.53,203.41,461
1113,ITM11112,49.54,1.61,244.15,307
1114,ITM11113,22.81,4.45,79.02,626
1115,ITM11114,32.07,2.27,293.98,918
1116,ITM11115,7.21,1.47,50.38,556
1117,ITM11116,36.92,3.37,101.6,748
1118,ITM11117,14.19,8.67,152.19,969
1119,ITM11118,22.98,0.66,244.57,788
1120,ITM11119,44.27,3.28,119.2,760
1121,ITM11120,48.56,4.53,62.17,343
1122,ITM11121,21.8,5.35,144.83,812
1123,ITM11122,41.91,2.22,148.18,526
1124,ITM11123,3.61,9.66,14.7,879
1125,ITM11124,42.53,6.0,16.06,754
1126,ITM11125,31.85,5.46,90.52,557
1127,ITM11126,24.95,0.58,224.95,168
1128,ITM11127,44.61,5.11,116.14,740
1129,ITM11128,42.42,8.46,71.25,527
1130,ITM11129,15.55,2.59,42.76,613
1131,ITM11130,39.78,3.84,91.35,671
1132,ITM11131,5.88,0.7,149.62,785
1133,ITM11132,41.32,9.78,37.08,891
1134,ITM11133,34.1,1.13,14.33,659
1135,ITM11134,5.31,9.03,46.92,368
1136,ITM11135,34.47,3.47,224.01,444
1137,ITM11136,29.45,6.08,145.23,97
1138,ITM11137,30.13,6.95,139.1,662
1139,ITM11138,15.25,1.84,15.73,487
1140,ITM11139,14.06,4.72,216.17,524
1141,ITM11140,38.36,3.59,68.55,995
1142,ITM11141,13.58,1.04,36.35,801
1143,ITM11142,22.87,8.42,254.19,635
1144,ITM11143,35.04,0.93,150.83,599
1145,ITM11144,4.9,6.71,227.19,777
1146,ITM11145,30.13,3.48,248.35,185
1147,ITM11146,29.88,2.33,289.74,567
1148,ITM11147,34.53,6.84,190.87,808
1149,ITM11148,19.13,5.96,29.8,373
1150,ITM11149,23.0,3.49,171.73,246
1151,ITM11150,17.17,5.37,157.76,951
1152,ITM11151,40.6,2.84,26.69,160
1153,ITM11152,7.4,8.71,98.83,849
1154,ITM11153,48.18,3.48,129.53,599
1155,ITM11154,32.11,2.83,56.68,164
1156,ITM11155,44.46,7.64,12.54,746
1157,ITM11156,21.89,0.67,229.52,773
1158,ITM11157,17.28,3.05,256.97,537
1159,ITM11158,45.14,4.07,76.44,414
1160,ITM11159,5.84,8.88,11.1,533
1161,ITM11160,6.74,9.53,268.08,816
1162,ITM11161,15.67,7.31,48.85,881
1163,ITM11162,48.03,5.18,126.94,359
1164,ITM11163,32.02,6.59,116.13,162
1165,ITM11164,28.16,4.43,57.64,319
1166,ITM11165,35.56,3.34,183.66,369
1167,ITM11166,21.46,9.53,276.38,995
1168,ITM11167,38.15,1.6,158.98,224
1169,ITM11168,20.27,3.79,292.14,871
1170,ITM11169,41.49,9.04,65.32,68
1171,ITM11170,14.1,7.37,256.07,252
1172,ITM11171,14.6,0.78,84.5,984
1173,ITM11172,26.6,0.72,82.66,175
1174,ITM11173,22.11,5.41,44.13,516
1175,ITM11174,32.76,5.1,260.45,303
1176,ITM11175,18.85,4.71,220.27,877
1177,ITM11176,12.3,3.37,109.08,978
1178,ITM11177,24.02,9.87,111.33,816
1179,ITM11178,28.49,3.08,254.99,849
1180,ITM11179,7.99,5.16,279.0,341
1181,ITM11180,28.28,4.35,184.7,201
1182,ITM11181,16.64,2.12,127.98,988
1183,ITM11182,20.23,2.42,25.41,248
1184,ITM11183,14.69,9.22,46.7,248
1185,ITM11184,46.64,8.65,51.12,863
1186,ITM11185,34.48,2.39,90.27,736
1187,ITM11186,13.86,8.82,84.54,502
1188,ITM11187,32.61,2.49,167.44,831
1189,ITM11188,42.58,6.45,283.79,990
1190,ITM11189,20.68,1.27,259.88,229
1191,ITM11190,41.67,8.86,157.66,267
1192,ITM11191,8.57,0.99,15.02,679
1193,ITM11192,41.32,5.77,29.84,867
1194,ITM11193,27.47,7.91,259.5,882
1195,ITM11194,11.93,1.61,92.25,894
1196,ITM11195,20.95,4.34,102.25,369
1197,ITM11196,49.41,0.9,50.54,72
1198,ITM11197,39.39,6.99,74.7,686
1199,ITM11198,29.18,3.42,81.68,133
1200,ITM11199,6.64,5.81,129.51,760
1201,ITM11200,21.47,9.36,190.71,375
1202,ITM11201,13.89,3.41,112.42,748
1203,ITM11202,4.48,0.96,140.46,378
1204,ITM11203,27.57,6.92,62.75,653
1205,ITM11204,44.57,7.97,26.35,379
1206,ITM11205,34.1,9.6,110.99,743
1207,ITM11206,13.23,2.0,28.12,788
1208,ITM11207,29.11,4.23,96.92,760
1209,ITM11208,47.22,8.52,252.9,522
1210,ITM11209,36.42,8.17,116.41,527
1211,ITM11210,34.78,6.44,66.05,284
1212,ITM11211,48.44,3.06,271.6,971
1213,ITM11212,40.14,3.2,195.41,605
1214,ITM11213,7.69,1.68,296.59,637
1215,ITM11214,18.03,9.26,97.07,702
1216,ITM11215,48.29,2.14,68.11,743
1217,ITM11216,25.0,5.94,96.4,168
1218,ITM11217,6.47,6.05,245.62,89
1219,ITM11218,23.47,4.01,53.94,309
1220,ITM11219,35.15,3.85,79.91,998
1221,ITM11220,49.88,6.85,213.47,805
1222,ITM11221,16.87,4.19,224.02,690
1223,ITM11222,26.19,2.92,288.06,55
1224,ITM11223,44.1,4.29,294.24,360
1225,ITM11224,18.41,8.17,202.42,115
1226,ITM11225,6.35,9.68,115.21,423
1227,ITM11226,47.5,6.54,141.37,780
1228,ITM11227,24.93,7.93,137.39,195
1229,ITM11228,25.64,5.56,122.34,283
1230,ITM11229,31.44,6.44,108.09,78
1231,ITM11230,1.17,9.89,58.69,870
1232,ITM11231,46.63,4.66,116.19,722
1233,ITM11232,18.71,1.13,291.08,692
1234,ITM11233,20.45,9.59,265.83,709
1235,ITM11234,9.53,8.03,189.02,949
1236,ITM11235,19.53,4.28,65.91,643
1237,ITM11236,40.39,9.83,264.81,953
1238,ITM11237,40.2,3.78,100.44,519
1239,ITM11238,46.85,4.04,168.26,410
1240,ITM11239,20.76,6.29,274.42,903
1241,ITM11240,35.73,3.11,107.06,644
1242,ITM11241,25.85,7.14,274.87,973
1243,ITM11242,40.4,1.95,78.19,634
1244,ITM11243,35.91,1.53,279.32,404
1245,ITM11244,19.03,5.58,114.01,775
1246,ITM11245,17.5,5.78,118.63,75
1247,ITM11246,13.37,1.51,170.37,339
1248,ITM11247,29.25,9.66,110.64,120
1249,ITM11248,48.23,5.95,140.49,911
1250,ITM11249,10.8,1.93,155.38,738
1251,ITM11250,5.67,3.46,152.4,138
1252,ITM11251,6.85,8.1,288.72,226
1253,ITM11252,39.37,5.47,91.72,76
1254,ITM11253,18.16,2.29,92.53,338
