item_id,category,unit_price,handling_cost_per_unit,holding_cost_per_unit_day,item_popularity_score
ITM10515,Groceries,80.5,0.86,1.24,0.67
ITM10516,Apparel,103.86,3.45,0.7,0.96
ITM10517,Automotive,132.84,0.75,1.98,0.44
ITM10518,Automotive,93.17,1.02,0.47,0.66
ITM10519,Groceries,160.68,0.99,1.63,0.89
ITM10520,Pharma,32.09,0.74,0.28,0.5
ITM10521,Electronics,146.43,1.95,0.77,0.21
ITM10522,Pharma,37.59,4.97,0.56,0.44
ITM10523,Groceries,188.19,2.07,1.96,0.22
ITM10524,Automotive,69.67,3.92,0.15,0.11
ITM10525,Pharma,161.13,1.1,1.47,0.78
ITM10526,Automotive,109.07,2.55,0.57,0.31
ITM10527,Electronics,27.31,1.33,1.64,0.1
ITM10528,Automotive,120.69,1.36,0.69,0.89
ITM10529,Automotive,183.31,0.95,0.46,0.5
ITM10530,Apparel,39.87,2.44,1.42,0.31
ITM10531,Apparel,71.05,0.84,0.59,0.34
ITM10532,Apparel,93.44,4.59,1.02,0.32
ITM10533,Automotive,62.26,2.52,0.35,0.28
ITM10534,Groceries,189.32,4.27,1.48,0.86
ITM10535,Automotive,81.73,4.91,0.87,0.25
ITM10536,Groceries,135.03,3.55,0.37,0.61
ITM10537,Groceries,52.54,4.56,1.51,0.17
ITM10538,Apparel,51.74,1.11,0.3,0.95
ITM10539,Pharma,43.41,4.23,1.19,0.64
ITM10540,Electronics,92.61,1.72,1.25,0.91
ITM10541,Apparel,111.24,2.63,1.87,0.46
ITM10542,Apparel,12.04,3.41,0.39,0.83
ITM10543,Pharma,168.26,4.57,1.34,0.87
ITM10544,Electronics,107.42,4.6,0.82,0.73
ITM10545,Automotive,39.87,0.91,0.86,0.18
ITM10546,Automotive,22.79,2.14,1.05,0.11
ITM10547,Apparel,22.01,4.07,0.54,0.25
ITM10548,Electronics,58.95,3.66,0.98,0.21
ITM10549,Apparel,104.87,0.62,1.41,0.75
ITM10550,Groceries,173.45,2.52,0.97,0.6
ITM10551,Apparel,181.56,4.23,0.18,0.57
ITM10552,Apparel,168.14,3.82,0.59,0.33
ITM10553,Automotive,72.43,2.35,0.77,0.24
ITM10554,Automotive,68.25,3.81,0.77,0.29
ITM10555,Automotive,197.62,2.98,0.25,0.46
ITM10556,Groceries,139.44,4.61,0.95,0.77
ITM10557,Automotive,67.94,3.14,1.41,0.33
ITM10558,Electronics,72.53,2.3,0.19,0.73
ITM10559,Pharma,92.58,4.38,1.53,0.54
ITM10560,Electronics,128.14,0.72,1.91,0.9
ITM10561,Electronics,180.62,4.55,0.12,0.31
ITM10562,Automotive,47.68,3.63,0.47,0.51
ITM10563,Pharma,26.04,4.73,1.13,0.19
ITM10564,Pharma,87.09,1.63,0.51,0.4
ITM10565,Pharma,56.64,3.63,1.55,0.56
ITM10566,Groceries,119.45,4.14,0.69,0.76
ITM10567,Automotive,142.85,3.66,0.66,0.28
ITM10568,Pharma,69.04,1.45,0.1,0.3
ITM10569,Groceries,140.24,1.74,0.61,0.67
ITM10570,Apparel,75.2,3.05,0.51,0.44
ITM10571,Apparel,130.64,2.51,0.75,0.53
ITM10572,Groceries,130.28,3.81,0.38,0.85
ITM10573,Groceries,62.85,2.2,1.23,0.55
ITM10574,Automotive,130.79,4.37,0.55,0.69
ITM10575,Automotive,82.38,2.44,1.68,0.69
ITM10576,Apparel,73.93,0.68,0.64,0.82
ITM10577,Pharma,64.96,0.58,0.5,0.67
ITM10578,Apparel,75.67,3.41,0.21,0.16
ITM10579,Pharma,159.48,2.93,1.51,0.41
ITM10580,Pharma,56.58,2.94,1.07,0.99
ITM10581,Automotive,139.58,4.06,0.32,0.28
ITM10582,Electronics,181.12,2.19,0.52,0.63
ITM10583,Electronics,76.58,4.98,2.0,0.86
ITM10584,Groceries,15.61,4.75,1.63,0.63
ITM10585,Automotive,14.68,0.56,0.76,0.44
ITM10586,Pharma,36.51,4.53,1.13,0.17
ITM10587,Electronics,30.91,3.56,0.89,0.43
ITM10588,Pharma,152.14,2.76,0.17,0.26
ITM10589,Electronics,66.02,3.12,1.58,0.96
ITM10590,Electronics,133.98,4.29,1.46,0.74
ITM10591,Electronics,18.07,4.78,0.88,0.77
ITM10592,Automotive,66.19,3.02,1.71,0.49
ITM10593,Apparel,54.49,1.32,1.12,0.2
ITM10594,Pharma,62.61,3.38,0.22,0.34
ITM10595,Automotive,46.24,0.84,0.59,0.33
ITM10596,Automotive,127.4,3.36,0.98,0.54
ITM10597,Automotive,135.91,4.14,0.3,0.51
ITM10598,Automotive,38.21,2.09,1.19,0.49
ITM10599,Automotive,150.82,0.82,0.33,0.55
ITM10600,Groceries,57.51,3.62,0.48,0.99
ITM10601,Pharma,63.76,2.03,1.8,0.37
ITM10602,Automotive,167.47,1.62,2.0,0.65
ITM10603,Pharma,181.22,3.6,1.15,0.32
ITM10604,Groceries,166.7,4.86,1.28,0.52
ITM10605,Groceries,38.07,3.85,1.62,0.28
ITM10606,Pharma,199.86,2.71,1.42,0.6
ITM10607,Electronics,137.71,3.2,0.45,0.34
ITM10608,Apparel,107.03,1.14,0.88,0.13
ITM10609,Electronics,191.42,4.16,1.12,0.83
ITM10610,Electronics,165.3,3.22,0.78,0.22
ITM10611,Electronics,141.43,4.85,0.43,0.43
ITM10612,Automotive,169.3,4.91,1.5,0.53
ITM10613,Groceries,83.24,2.1,0.48,0.49
ITM10614,Electronics,140.04,4.95,0.59,0.75
ITM10615,Groceries,46.21,4.81,0.64,0.64
ITM10616,Pharma,197.72,3.38,0.41,0.37
ITM10617,Apparel,121.91,2.0,1.71,0.15
ITM10618,Pharma,164.71,3.89,1.26,0.79
ITM10619,Pharma,87.39,1.72,1.69,0.42
ITM10620,Automotive,154.13,3.33,1.04,0.9
ITM10621,Apparel,83.6,0.61,1.09,0.46
ITM10622,Pharma,122.1,3.33,1.27,0.75
ITM10623,Pharma,157.85,4.78,0.8,0.95
ITM10624,Apparel,32.13,1.56,1.04,0.69
ITM10625,Apparel,77.79,4.0,1.14,0.47
ITM10626,Pharma,113.54,1.82,1.91,0.61
ITM10627,Apparel,73.46,3.69,1.78,0.59
ITM10628,Pharma,68.74,3.65,0.35,0.63
ITM10629,Pharma,63.52,1.33,0.18,0.23
ITM10630,Automotive,53.28,3.19,1.39,0.73
ITM10631,Electronics,171.29,4.37,0.19,0.23
ITM10632,Pharma,185.5,2.22,0.21,0.11
ITM10633,Groceries,143.03,3.7,0.4,0.66
ITM10634,Electronics,15.7,3.53,0.77,0.21
ITM10635,Electronics,159.38,1.66,0.93,0.79
ITM10636,Electronics,111.07,4.63,1.09,0.88
ITM10637,Automotive,154.04,3.04,1.99,0.95
ITM10638,Pharma,93.09,2.1,0.83,0.7
ITM10639,Automotive,17.84,1.24,0.56,0.53
ITM10640,Pharma,139.53,2.63,1.19,0.42
ITM10641,Automotive,94.38,3.79,0.51,0.54
ITM10642,Automotive,176.07,3.31,1.89,0.27
ITM10643,Groceries,150.25,3.77,0.59,0.41
ITM10644,Automotive,78.32,4.06,1.98,0.75
ITM10645,Apparel,147.58,2.48,0.9,0.3
ITM10646,Groceries,104.09,2.84,1.64,0.34
ITM10647,Automotive,47.89,4.94,1.33,0.77
ITM10648,Electronics,89.78,4.86,1.87,0.26
ITM10649,Apparel,52.29,2.37,1.29,0.32
ITM10650,Apparel,10.95,3.58,1.2,0.12
ITM10651,Apparel,56.89,1.7,1.34,0.75
ITM10652,Groceries,49.81,1.19,1.59,0.66
ITM10653,Automotive,10.82,3.96,1.81,0.72
ITM10654,Automotive,158.95,2.46,0.61,0.29
ITM10655,Electronics,24.63,1.3,0.48,0.72
ITM10656,Electronics,95.32,3.91,0.17,0.64
ITM10657,Apparel,89.4,4.62,0.8,0.43
ITM10658,Electronics,44.47,4.7,1.71,0.49
ITM10659,Groceries,193.71,3.18,0.23,0.61
ITM10660,Automotive,124.71,2.66,1.12,0.54
ITM10661,Apparel,164.57,1.14,1.42,0.68
ITM10662,Electronics,104.27,4.07,1.69,0.26
ITM10663,Groceries,147.33,4.75,1.21,0.59
ITM10664,Groceries,194.26,4.5,0.45,0.51
ITM10665,Electronics,76.2,3.88,1.93,0.51
ITM10666,Automotive,105.81,0.52,0.28,0.52
ITM10667,Electronics,107.76,2.33,1.56,0.89
ITM10668,Apparel,198.48,2.35,0.26,0.84
ITM10669,Electronics,54.29,4.52,0.37,0.67
ITM10670,Groceries,138.31,0.8,1.81,0.74
ITM10671,Electronics,36.26,2.89,1.53,0.14
ITM10672,Automotive,186.14,1.11,0.79,0.77
ITM10673,Pharma,122.17,3.48,1.31,0.54
ITM10674,Electronics,173.29,4.07,0.97,0.39
ITM10675,Automotive,180.1,3.39,0.23,0.23
ITM10676,Automotive,115.85,4.08,1.47,0.17
ITM10677,Groceries,139.58,3.23,1.55,0.14
ITM10678,Automotive,142.76,1.35,1.78,0.25
ITM10679,Automotive,97.49,2.22,1.13,0.13
ITM10680,Automotive,92.62,4.81,1.38,0.76
ITM10681,Automotive,45.38,1.8,0.93,0.32
ITM10682,Apparel,82.94,0.78,0.71,0.43
ITM10683,Apparel,198.24,2.23,0.88,0.84
ITM10684,Groceries,61.27,2.15,1.83,0.2
ITM10685,Electronics,154.86,2.62,0.41,0.85
ITM10686,Automotive,21.28,3.02,0.57,0.68
ITM10687,Electronics,98.82,4.97,1.25,0.41
ITM10688,Electronics,21.1,3.9,0.32,0.21
ITM10689,Groceries,100.4,0.66,1.79,0.18
ITM10690,Automotive,15.23,3.71,0.19,0.4
ITM10691,Automotive,126.53,4.21,1.54,0.23
ITM10692,Pharma,121.44,4.53,0.81,0.34
ITM10693,Electronics,161.59,2.41,0.2,0.15
ITM10694,Electronics,120.82,1.91,1.7,0.64
ITM10695,Apparel,185.94,4.28,1.32,0.23
ITM10696,Pharma,158.79,4.0,0.12,0.78
ITM10697,Apparel,35.2,2.91,0.61,0.3
ITM10698,Apparel,60.44,1.03,0.77,0.82
ITM10699,Apparel,14.98,3.43,0.71,0.27
ITM10700,Groceries,83.37,0.8,1.05,0.75
ITM10701,Groceries,106.81,0.95,1.1,0.4
ITM10702,Apparel,189.73,1.99,0.85,0.62
ITM10703,Pharma,109.23,2.17,0.73,0.13
ITM10704,Electronics,158.4,2.58,1.06,0.55
ITM10705,Pharma,60.92,2.03,0.16,0.23
ITM10706,Automotive,39.1,0.65,1.33,0.54
ITM10707,Groceries,164.06,1.21,1.25,0.23
ITM10708,Electronics,57.01,1.02,0.63,0.49
ITM10709,Electronics,175.55,2.44,0.44,0.2
ITM10710,Automotive,42.27,1.45,0.24,0.3
ITM10711,Automotive,171.8,1.82,1.22,0.64
ITM10712,Apparel,156.84,2.62,1.18,0.98
ITM10713,Groceries,126.13,1.56,1.11,0.5
ITM10714,Groceries,171.54,1.61,1.97,0.72
ITM10715,Pharma,72.83,4.25,1.11,0.59
ITM10716,Apparel,41.55,2.97,1.47,0.55
ITM10717,Apparel,39.84,4.36,0.31,0.16
ITM10718,Apparel,61.37,2.82,0.67,0.23
ITM10719,Apparel,94.78,4.59,0.62,0.89
ITM10720,Groceries,176.44,1.65,1.19,0.47
ITM10721,Groceries,27.01,3.28,0.73,0.65
ITM10722,Apparel,183.9,2.76,1.32,0.58
ITM10723,Pharma,185.84,4.63,1.41,0.44
ITM10724,Electronics,148.17,2.38,0.16,0.45
ITM10725,Electronics,181.05,4.35,1.32,0.6
ITM10726,Pharma,156.3,3.04,0.32,0.23
ITM10727,Apparel,110.38,3.69,0.98,0.45
ITM10728,Groceries,124.14,4.49,1.48,0.5
ITM10729,Electronics,129.36,4.99,1.44,0.99
ITM10730,Automotive,34.11,3.79,0.67,0.42
ITM10731,Automotive,46.68,1.92,0.62,0.68
ITM10732,Pharma,109.44,1.85,0.94,0.22
ITM10733,Apparel,31.89,1.89,0.46,0.16
ITM10734,Electronics,193.35,0.94,1.95,0.88
ITM10735,Apparel,106.35,0.74,0.76,0.76
ITM10736,Electronics,82.22,3.11,1.85,0.39
ITM10737,Pharma,39.93,4.15,1.83,0.55
ITM10738,Pharma,89.14,0.66,0.79,0.22
ITM10739,Automotive,67.46,3.05,0.58,0.74
ITM10740,Apparel,26.71,2.17,1.56,0.16
ITM10741,Automotive,193.73,4.52,0.54,0.78
ITM10742,Apparel,60.35,1.15,1.09,0.59
ITM10743,Automotive,141.19,3.04,0.31,0.35
ITM10744,Groceries,27.35,4.87,0.83,0.88
ITM10745,Groceries,183.5,2.05,0.25,0.99
ITM10746,Groceries,122.24,3.84,0.64,0.33
ITM10747,Groceries,134.81,4.47,1.36,0.83
ITM10748,Electronics,158.54,1.34,1.98,0.78
ITM10749,Groceries,125.12,4.97,0.58,0.77
ITM10750,Pharma,23.47,4.14,1.0,0.96
ITM10751,Pharma,91.62,1.12,0.95,0.54
ITM10752,Electronics,59.79,1.9,0.45,0.71
ITM10753,Groceries,102.48,3.31,1.26,0.84
ITM10754,Groceries,86.82,4.48,1.48,0.53
ITM10755,Groceries,167.04,1.38,0.38,0.53
ITM10756,Automotive,56.94,3.79,1.54,0.39
ITM10757,Apparel,48.25,1.72,1.43,0.8
ITM10758,Automotive,192.04,4.12,0.47,0.72
ITM10759,Apparel,190.41,3.58,1.33,0.51
ITM10760,Groceries,198.76,2.85,0.85,0.48
ITM10761,Groceries,117.99,3.42,1.39,0.17
ITM10762,Automotive,31.5,4.44,1.04,0.11
ITM10763,Automotive,177.23,2.24,0.19,0.58
ITM10764,Apparel,37.57,3.96,1.6,0.48
ITM10765,Pharma,39.56,1.22,1.16,0.82
ITM10766,Apparel,46.75,3.66,1.48,0.59
ITM10767,Automotive,134.15,3.88,0.34,0.94
ITM10768,Automotive,30.37,2.49,1.47,0.28
ITM10769,Electronics,157.87,4.07,0.89,0.99
ITM10770,Automotive,21.07,3.01,1.62,0.37
ITM10771,Electronics,30.98,4.71,1.24,0.68
ITM10772,Pharma,92.55,1.01,0.77,0.55
ITM10773,Apparel,82.04,1.09,0.48,0.42
ITM10774,Apparel,198.04,4.29,1.65,0.23
ITM10775,Electronics,193.7,4.29,1.16,0.22
ITM10776,Apparel,46.04,2.62,1.98,0.74
ITM10777,Automotive,189.87,4.84,0.81,0.44
ITM10778,Groceries,141.53,3.56,1.4,0.97
ITM10779,Electronics,87.68,4.92,1.28,0.39
ITM10780,Apparel,150.53,2.9,1.31,0.99
ITM10781,Electronics,181.03,1.41,1.5,0.28
ITM10782,Electronics,44.23,2.5,0.36,0.19
ITM10783,Groceries,47.24,4.91,1.14,0.38
ITM10784,Automotive,87.66,2.17,1.07,0.9
ITM10785,Electronics,42.15,4.81,0.75,0.57
ITM10786,Apparel,78.48,4.09,0.93,0.22
ITM10787,Pharma,132.68,2.49,1.09,0.28
ITM10788,Electronics,164.44,2.94,0.71,0.38
ITM10789,Electronics,67.37,3.23,0.66,0.63
ITM10790,Groceries,63.53,3.5,1.5,0.4
ITM10791,Automotive,158.15,0.85,0.23,0.77
ITM10792,Pharma,82.39,4.7,0.69,0.65
ITM10793,Apparel,165.51,3.19,1.34,0.89
ITM10794,Pharma,198.74,4.69,0.5,0.55
ITM10795,Apparel,196.14,3.34,1.19,0.4
ITM10796,Automotive,135.91,2.44,0.67,1.0
ITM10797,Apparel,81.29,3.05,1.7,0.42
ITM10798,Groceries,22.44,4.23,0.76,0.49
ITM10799,Groceries,150.23,1.97,0.54,0.83
ITM10800,Groceries,195.81,4.8,1.11,0.18
ITM10801,Groceries,22.92,2.6,0.36,0.45
ITM10802,Pharma,11.17,4.8,1.62,0.18
ITM10803,Automotive,168.04,4.46,1.39,0.23
ITM10804,Apparel,29.43,3.95,1.56,0.1
ITM10805,Apparel,25.51,2.6,0.86,0.11
ITM10806,Groceries,182.96,3.14,1.69,0.44
ITM10807,Groceries,25.12,4.27,1.04,0.83
ITM10808,Electronics,31.66,2.95,0.28,0.63
ITM10809,Automotive,118.22,3.82,0.53,0.67
ITM10810,Pharma,153.79,4.06,1.45,0.57
ITM10811,Apparel,85.92,2.81,1.8,0.84
ITM10812,Electronics,89.91,2.91,0.28,0.89
ITM10813,Electronics,130.2,1.39,1.74,0.86
ITM10814,Apparel,106.03,1.6,1.62,0.83
ITM10815,Pharma,13.54,4.57,0.78,0.26
ITM10816,Electronics,31.58,4.28,1.41,0.63
ITM10817,Electronics,120.5,0.55,0.46,0.62
ITM10818,Automotive,160.8,4.41,1.65,0.58
ITM10819,Pharma,154.99,0.61,1.35,0.53
ITM10820,Electronics,150.61,2.56,0.93,0.18
ITM10821,Pharma,156.54,0.8,1.74,0.19
ITM10822,Apparel,18.44,4.86,0.36,0.91
ITM10823,Groceries,180.07,4.88,1.71,0.67
ITM10824,Electronics,178.96,3.25,0.15,0.34
ITM10825,Automotive,111.07,2.26,1.53,0.35
ITM10826,Apparel,57.23,2.8,1.19,0.65
ITM10827,Pharma,122.51,3.93,1.42,0.47
ITM10828,Apparel,116.0,1.5,0.88,0.5
ITM10829,Electronics,52.36,2.49,1.74,0.15
ITM10830,Pharma,124.59,3.82,0.69,0.22
ITM10831,Groceries,161.49,2.28,0.62,0.45
ITM10832,Apparel,163.16,0.64,0.67,0.73
ITM10833,Electronics,21.34,2.78,1.57,0.14
ITM10834,Automotive,47.46,3.82,1.04,0.4
ITM10835,Pharma,136.96,4.9,1.12,0.73
ITM10836,Apparel,173.37,0.67,1.68,0.81
ITM10837,Apparel,109.03,2.93,1.68,0.27
ITM10838,Groceries,144.43,2.52,0.41,0.76
ITM10839,Groceries,14.0,1.59,1.14,0.96
ITM10840,Automotive,125.6,3.37,0.34,0.92
ITM10841,Automotive,192.76,1.24,1.75,0.81
ITM10842,Electronics,135.59,1.78,1.69,0.74
ITM10843,Electronics,185.23,4.02,1.71,0.31
ITM10844,Automotive,117.54,2.57,1.44,0.67
ITM10845,Automotive,170.24,4.97,0.99,0.68
ITM10846,Pharma,33.59,2.24,0.87,0.47
ITM10847,Groceries,33.47,2.58,0.85,0.54
ITM10848,Electronics,32.83,1.85,0.23,0.72
ITM10849,Groceries,102.88,1.56,1.9,0.96
ITM10850,Groceries,72.75,4.65,0.96,0.37
ITM10851,Automotive,146.65,3.87,1.87,0.32
ITM10852,Pharma,181.5,2.0,1.77,0.64
ITM10853,Apparel,127.68,3.65,1.67,0.22
ITM10854,Pharma,50.51,4.85,1.22,0.62
ITM10855,Pharma,186.87,0.83,0.29,0.18
ITM10856,Groceries,110.29,1.69,0.72,0.54
ITM10857,Pharma,146.79,1.4,1.25,0.66
ITM10858,Electronics,179.2,4.41,0.13,0.16
ITM10859,Groceries,198.07,1.31,0.18,0.29
ITM10860,Electronics,106.15,1.89,1.39,0.4
ITM10861,Apparel,163.53,2.95,1.79,0.43
ITM10862,Groceries,117.7,3.29,1.72,0.71
ITM10863,Apparel,102.43,4.14,0.42,0.58
ITM10864,Groceries,112.17,2.33,1.83,0.44
ITM10865,Automotive,102.01,2.9,1.42,0.51
ITM10866,Pharma,90.0,4.84,1.46,0.11
ITM10867,Automotive,147.51,1.84,0.68,0.79
ITM10868,Apparel,57.44,1.62,1.46,0.14
ITM10869,Pharma,127.11,3.7,1.45,0.85
ITM10870,Groceries,145.46,3.97,1.23,0.59
ITM10871,Pharma,179.5,2.37,0.78,0.58
ITM10872,Electronics,73.06,1.46,1.64,0.73
ITM10873,Pharma,173.51,4.01,1.88,0.87
ITM10874,Electronics,189.61,3.52,1.75,0.95
ITM10875,Pharma,133.25,4.44,0.56,0.59
ITM10876,Electronics,156.57,4.3,0.95,0.24
ITM10877,Apparel,87.08,1.42,0.75,0.89
ITM10878,Automotive,190.91,4.25,1.44,0.14
ITM10879,Groceries,137.46,1.29,1.68,0.83
ITM10880,Pharma,68.93,4.39,0.51,0.71
ITM10881,Automotive,86.81,3.97,1.9,0.91
ITM10882,Groceries,127.37,3.06,1.39,0.91
ITM10883,Groceries,54.49,3.39,0.52,0.15
ITM10884,Electronics,153.24,0.97,0.81,0.65
ITM10885,Apparel,52.69,0.68,0.3,0.21
ITM10886,Apparel,122.44,1.99,1.23,0.17
ITM10887,Automotive,142.43,4.2,0.42,0.5
ITM10888,Apparel,173.35,2.6,1.42,0.19
ITM10889,Pharma,149.44,1.51,1.5,0.76
ITM10890,Apparel,161.78,4.26,1.01,0.97
ITM10891,Automotive,183.46,1.53,0.28,0.61
ITM10892,Apparel,123.58,4.17,1.26,0.31
ITM10893,Pharma,170.79,2.54,0.81,0.86
ITM10894,Electronics,54.06,2.59,1.9,0.87
ITM10895,Automotive,164.8,1.73,1.08,0.76
ITM10896,Electronics,52.12,4.55,0.24,0.65
ITM10897,Electronics,187.58,0.9,1.31,0.88
ITM10898,Electronics,72.69,1.15,1.58,0.25
ITM10899,Groceries,42.65,3.36,0.4,0.94
ITM10900,Groceries,38.15,4.33,0.95,0.95
ITM10901,Electronics,45.58,0.93,1.51,0.88
ITM10902,Automotive,95.03,3.8,0.14,0.33
ITM10903,Pharma,109.21,3.84,0.16,0.87
ITM10904,Pharma,183.62,3.12,1.39,0.55
ITM10905,Apparel,82.39,2.69,1.48,0.64
ITM10906,Automotive,51.32,1.94,1.71,0.86
ITM10907,Groceries,151.33,2.08,0.86,0.13
ITM10908,Electronics,35.58,3.53,0.84,0.43
ITM10909,Apparel,179.53,0.79,1.15,0.83
ITM10910,Pharma,87.79,3.13,1.54,0.83
ITM10911,Groceries,126.63,1.75,1.32,0.86
ITM10912,Groceries,45.38,2.6,0.72,0.25
ITM10913,Electronics,37.65,3.02,0.76,0.74
ITM10914,Pharma,161.78,4.49,1.55,0.23
ITM10915,Automotive,91.64,3.11,1.12,0.81
ITM10916,Groceries,197.48,1.52,0.29,0.32
ITM10917,Electronics,109.62,0.86,0.39,0.76
ITM10918,Automotive,170.67,3.32,1.72,0.51
ITM10919,Pharma,196.19,2.95,2.0,0.99
ITM10920,Groceries,63.42,3.52,0.74,0.62
ITM10921,Automotive,162.17,2.57,0.83,0.67
ITM10922,Automotive,14.18,4.21,0.39,0.43
ITM10923,Automotive,139.15,4.64,0.55,0.76
ITM10924,Groceries,151.59,0.68,0.91,0.55
ITM10925,Groceries,100.7,3.85,0.64,0.12
ITM10926,Apparel,40.8,0.66,1.43,0.65
ITM10927,Pharma,127.18,2.5,1.12,0.85
ITM10928,Electronics,180.53,2.58,1.66,0.31
ITM10929,Automotive,186.95,3.63,1.48,0.3
ITM10930,Apparel,151.76,2.09,0.34,0.65
ITM10931,Electronics,60.11,4.19,0.33,0.84
ITM10932,Apparel,175.36,2.04,1.8,0.32
ITM10933,Groceries,178.88,2.04,1.66,0.94
ITM10934,Automotive,79.78,1.5,0.99,0.93
ITM10935,Electronics,44.77,3.58,0.35,0.28
ITM10936,Electronics,176.19,0.84,1.81,0.34
ITM10937,Electronics,178.17,2.13,0.54,0.73
ITM10938,Electronics,29.17,1.7,0.17,0.96
ITM10939,Electronics,193.73,1.53,1.86,0.74
ITM10940,Apparel,111.29,0.77,1.64,0.5
ITM10941,Automotive,198.81,1.36,1.42,0.25
ITM10942,Groceries,94.55,2.51,0.16,0.51
ITM10943,Groceries,111.32,2.77,1.1,0.65
ITM10944,Groceries,60.56,1.71,1.34,0.4
ITM10945,Groceries,180.8,3.43,1.54,0.56
ITM10946,Apparel,94.31,2.01,1.0,0.22
ITM10947,Pharma,164.78,2.15,1.91,0.51
ITM10948,Automotive,25.15,4.02,0.57,0.18
ITM10949,Electronics,159.77,2.98,0.23,0.14
ITM10950,Pharma,103.15,4.79,0.73,0.87
ITM10951,Groceries,11.03,2.12,1.36,0.28
ITM10952,Pharma,52.99,4.23,1.5,0.62
ITM10953,Automotive,46.81,3.82,1.5,0.23
ITM10954,Electronics,152.84,4.51,0.31,0.34
ITM10955,Electronics,100.67,4.81,1.78,0.43
ITM10956,Automotive,40.35,0.53,0.63,0.23
ITM10957,Automotive,58.79,0.9,0.5,0.14
ITM10958,Groceries,105.77,3.53,1.27,0.89
ITM10959,Electronics,13.73,2.26,0.5,0.11
ITM10960,Pharma,90.58,4.19,1.07,0.16
ITM10961,Apparel,138.83,0.55,0.87,0.82
ITM10962,Apparel,108.37,4.13,0.54,0.35
ITM10963,Automotive,123.64,1.11,0.65,0.75
ITM10964,Groceries,72.06,1.81,0.91,0.23
ITM10965,Apparel,44.78,4.86,0.76,0.31
ITM10966,Electronics,163.85,0.73,0.82,0.62
ITM10967,Automotive,182.07,2.07,1.5,0.99
ITM10968,Pharma,107.04,0.88,0.42,0.17
ITM10969,Automotive,67.96,4.34,1.29,0.46
ITM10970,Pharma,107.13,3.66,1.39,0.14
ITM10971,Automotive,177.01,4.1,1.62,0.28
ITM10972,Automotive,141.37,2.87,1.71,0.92
ITM10973,Automotive,173.14,2.11,0.4,0.19
ITM10974,Pharma,72.39,0.51,0.36,0.87
ITM10975,Pharma,145.28,1.75,1.27,0.26
ITM10976,Automotive,134.08,2.82,1.54,0.88
ITM10977,Apparel,118.61,3.49,0.62,0.58
ITM10978,Groceries,110.36,1.53,1.1,0.89
ITM10979,Groceries,114.69,1.13,1.57,0.24
ITM10980,Groceries,171.44,1.41,1.56,0.79
ITM10981,Pharma,184.04,2.09,1.34,0.71
ITM10982,Pharma,31.44,1.17,0.25,0.59
ITM10983,Apparel,118.07,1.21,0.2,0.83
ITM10984,Groceries,184.5,0.7,0.84,0.68
ITM10985,Groceries,35.6,4.36,0.15,0.89
ITM10986,Automotive,88.44,1.49,1.82,0.44
ITM10987,Pharma,26.93,4.2,0.14,0.63
ITM10988,Groceries,31.56,2.47,0.16,0.88
ITM10989,Apparel,181.78,3.35,0.41,0.29
ITM10990,Apparel,94.77,0.84,1.29,0.54
ITM10991,Groceries,140.86,3.13,1.13,0.96
ITM10992,Pharma,36.39,1.8,1.35,0.53
ITM10993,Apparel,14.17,0.93,1.8,0.33
ITM10994,Automotive,179.19,4.59,0.96,0.42
ITM10995,Apparel,119.16,3.22,0.18,0.9
ITM10996,Electronics,13.8,1.59,1.55,0.96
ITM10997,Electronics,198.54,2.39,1.64,0.96
ITM10998,Pharma,103.52,2.11,0.19,0.73
ITM10999,Groceries,100.42,3.65,0.56,0.56
ITM11000,Pharma,127.97,3.23,1.56,0.26
ITM11001,Pharma,11.5,0.59,0.81,0.21
ITM11002,Pharma,118.14,1.39,1.0,0.15
ITM11003,Pharma,129.6,2.65,1.66,0.12
ITM11004,Automotive,66.42,2.5,0.28,0.89
ITM11005,Automotive,148.1,2.83,1.39,0.83
ITM11006,Apparel,81.71,3.72,0.51,0.61
ITM11007,Electronics,146.38,3.57,0.22,1.0
ITM11008,Pharma,37.33,2.18,1.36,0.96
ITM11009,Apparel,183.6,4.45,0.33,0.69
ITM11010,Electronics,177.1,0.78,1.52,0.52
ITM11011,Groceries,38.62,3.13,0.49,0.24
ITM11012,Automotive,188.31,4.77,0.19,0.56
ITM11013,Electronics,115.98,2.97,0.29,0.24
ITM11014,Groceries,143.31,2.55,1.7,0.46
ITM11015,Electronics,169.66,1.1,0.8,0.95
ITM11016,Automotive,25.88,4.15,0.67,0.41
ITM11017,Automotive,42.16,2.18,1.03,0.24
ITM11018,Apparel,65.17,3.66,1.3,0.62
ITM11019,Pharma,100.67,1.39,0.17,0.64
ITM11020,Electronics,75.75,0.69,1.81,0.27
ITM11021,Electronics,106.11,1.87,1.92,0.28
ITM11022,Groceries,45.32,1.77,0.89,0.99
ITM11023,Automotive,139.61,4.43,0.88,0.32
ITM11024,Electronics,20.59,4.39,1.77,0.85
ITM11025,Automotive,78.68,2.9,0.92,0.52
ITM11026,Electronics,44.02,0.59,1.73,0.49
ITM11027,Apparel,148.69,1.53,0.15,0.37
ITM11028,Pharma,177.89,3.38,1.03,0.8
ITM11029,Electronics,24.97,0.96,1.91,0.89
ITM11030,Automotive,159.16,3.65,0.58,0.34
